,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
103697,3,3,2015-04-29,9484,897,1,1,0,0,1
104812,3,2,2015-04-28,8758,870,1,1,0,0,1
105927,3,1,2015-04-27,9447,866,1,1,0,0,1
107042,3,7,2015-04-26,0,0,0,0,0,0,1
108157,3,6,2015-04-25,4373,473,1,0,0,0,1
109272,3,5,2015-04-24,5376,658,1,0,0,0,1
110387,3,4,2015-04-23,5570,677,1,0,0,0,1
111502,3,3,2015-04-22,5875,685,1,0,0,0,1
112617,3,2,2015-04-21,5756,678,1,0,0,0,1
113732,3,1,2015-04-20,5238,661,1,0,0,0,1
114847,3,7,2015-04-19,0,0,0,0,0,0,1
115962,3,6,2015-04-18,3772,457,1,0,0,0,1
117077,3,5,2015-04-17,7735,824,1,1,0,0,1
118192,3,4,2015-04-16,8336,828,1,1,0,0,1
119307,3,3,2015-04-15,8651,851,1,1,0,0,1
120422,3,2,2015-04-14,9274,904,1,1,0,0,1
121537,3,1,2015-04-13,9563,842,1,1,0,0,1
122652,3,7,2015-04-12,0,0,0,0,0,0,1
123767,3,6,2015-04-11,4008,432,1,0,0,0,1
124882,3,5,2015-04-10,6343,716,1,0,0,1,1
125997,3,4,2015-04-09,6185,753,1,0,0,1,1
127112,3,3,2015-04-08,6253,722,1,0,0,1,1
128227,3,2,2015-04-07,6830,814,1,0,0,1,1
129342,3,1,2015-04-06,0,0,0,0,b,1,1
130457,3,7,2015-04-05,0,0,0,0,0,0,1
131572,3,6,2015-04-04,7123,778,1,0,0,0,1
132687,3,5,2015-04-03,0,0,0,1,b,1,1
133802,3,4,2015-04-02,8716,920,1,1,0,1,1
134917,3,3,2015-04-01,8546,853,1,1,0,1,1
136032,3,2,2015-03-31,11299,862,1,1,0,1,1
137147,3,1,2015-03-30,11282,933,1,1,0,1,1
138262,3,7,2015-03-29,0,0,0,0,0,0,1
139377,3,6,2015-03-28,4247,464,1,0,0,0,1
140492,3,5,2015-03-27,5216,625,1,0,0,0,1
141607,3,4,2015-03-26,6105,695,1,0,0,0,1
142722,3,3,2015-03-25,5538,679,1,0,0,0,1
143837,3,2,2015-03-24,5256,670,1,0,0,0,1
144952,3,1,2015-03-23,5400,668,1,0,0,0,1
146067,3,7,2015-03-22,0,0,0,0,0,0,1
147182,3,6,2015-03-21,3494,399,1,0,0,0,1
148297,3,5,2015-03-20,6971,724,1,1,0,0,1
149412,3,4,2015-03-19,6947,760,1,1,0,0,1
150527,3,3,2015-03-18,8626,839,1,1,0,0,1
151642,3,2,2015-03-17,8154,857,1,1,0,0,1
152757,3,1,2015-03-16,8998,869,1,1,0,0,1
153872,3,7,2015-03-15,0,0,0,0,0,0,1
154987,3,6,2015-03-14,4189,464,1,0,0,0,1
156102,3,5,2015-03-13,5831,688,1,0,0,0,1
157217,3,4,2015-03-12,5725,693,1,0,0,0,1
158332,3,3,2015-03-11,5302,651,1,0,0,0,1
159447,3,2,2015-03-10,5223,677,1,0,0,0,1
160562,3,1,2015-03-09,5430,673,1,0,0,0,1
161677,3,7,2015-03-08,0,0,0,0,0,0,1
162792,3,6,2015-03-07,4525,544,1,0,0,0,1
163907,3,5,2015-03-06,8057,829,1,1,0,0,1
165022,3,4,2015-03-05,7784,833,1,1,0,0,1
166137,3,3,2015-03-04,7651,768,1,1,0,0,1
167252,3,2,2015-03-03,8615,817,1,1,0,0,1
168367,3,1,2015-03-02,10970,974,1,1,0,0,1
169482,3,7,2015-03-01,0,0,0,0,0,0,1
170597,3,6,2015-02-28,4574,482,1,0,0,0,1
171712,3,5,2015-02-27,5640,693,1,0,0,0,1
172827,3,4,2015-02-26,5978,719,1,0,0,0,1
173942,3,3,2015-02-25,4650,629,1,0,0,0,1
175057,3,2,2015-02-24,4982,669,1,0,0,0,1
176172,3,1,2015-02-23,5354,645,1,0,0,0,1
177287,3,7,2015-02-22,0,0,0,0,0,0,1
178402,3,6,2015-02-21,3419,396,1,0,0,0,1
179517,3,5,2015-02-20,7204,742,1,1,0,0,1
180632,3,4,2015-02-19,7248,791,1,1,0,0,1
181747,3,3,2015-02-18,7862,784,1,1,0,0,1
182862,3,2,2015-02-17,7895,789,1,1,0,0,1
183977,3,1,2015-02-16,9914,934,1,1,0,0,1
185092,3,7,2015-02-15,0,0,0,0,0,0,1
186207,3,6,2015-02-14,4221,498,1,0,0,0,1
187322,3,5,2015-02-13,6018,765,1,0,0,0,1
188437,3,4,2015-02-12,5179,666,1,0,0,0,1
189552,3,3,2015-02-11,6116,710,1,0,0,0,1
190667,3,2,2015-02-10,5333,685,1,0,0,0,1
191782,3,1,2015-02-09,5027,643,1,0,0,0,1
192897,3,7,2015-02-08,0,0,0,0,0,0,1
194012,3,6,2015-02-07,4781,549,1,0,0,0,1
195127,3,5,2015-02-06,7920,811,1,1,0,0,1
196242,3,4,2015-02-05,7195,796,1,1,0,0,1
197357,3,3,2015-02-04,8155,816,1,1,0,0,1
198472,3,2,2015-02-03,8950,895,1,1,0,0,1
199587,3,1,2015-02-02,9922,951,1,1,0,0,1
200702,3,7,2015-02-01,0,0,0,0,0,0,1
201817,3,6,2015-01-31,4382,484,1,0,0,0,1
202932,3,5,2015-01-30,6911,678,1,1,0,0,1
204047,3,4,2015-01-29,7485,738,1,1,0,0,1
205162,3,3,2015-01-28,6883,722,1,1,0,0,1
206277,3,2,2015-01-27,8292,893,1,1,0,0,1
207392,3,1,2015-01-26,8055,765,1,1,0,0,1
208507,3,7,2015-01-25,0,0,0,0,0,0,1
209622,3,6,2015-01-24,3452,381,1,0,0,0,1
210737,3,5,2015-01-23,5701,672,1,0,0,0,1
211852,3,4,2015-01-22,4677,595,1,0,0,0,1
212967,3,3,2015-01-21,5024,651,1,0,0,0,1
214082,3,2,2015-01-20,4848,645,1,0,0,0,1
215197,3,1,2015-01-19,5420,703,1,0,0,0,1
216312,3,7,2015-01-18,0,0,0,0,0,0,1
217427,3,6,2015-01-17,4610,492,1,0,0,0,1
218542,3,5,2015-01-16,8497,865,1,1,0,0,1
219657,3,4,2015-01-15,6578,721,1,1,0,0,1
220772,3,3,2015-01-14,7417,746,1,1,0,0,1
221887,3,2,2015-01-13,7464,717,1,1,0,0,1
223002,3,1,2015-01-12,8209,814,1,1,0,0,1
224117,3,7,2015-01-11,0,0,0,0,0,0,1
225232,3,6,2015-01-10,3373,391,1,0,0,0,1
226347,3,5,2015-01-09,7719,733,1,1,0,0,1
227462,3,4,2015-01-08,6300,684,1,1,0,0,1
228577,3,3,2015-01-07,7253,754,1,1,0,0,1
229692,3,2,2015-01-06,8739,869,1,1,0,1,1
230807,3,1,2015-01-05,10684,946,1,1,0,1,1
231922,3,7,2015-01-04,0,0,0,0,0,0,1
233037,3,6,2015-01-03,4299,507,1,0,0,0,1
234152,3,5,2015-01-02,5523,698,1,0,0,1,1
235267,3,4,2015-01-01,0,0,0,0,a,1,1
236382,3,3,2014-12-31,3804,408,1,0,0,1,1
237317,3,2,2014-12-30,8376,957,1,0,0,1,1
238252,3,1,2014-12-29,8788,941,1,0,0,1,1
239187,3,7,2014-12-28,0,0,0,0,0,0,1
240122,3,6,2014-12-27,4825,569,1,0,0,0,1
241057,3,5,2014-12-26,0,0,0,0,c,1,1
241992,3,4,2014-12-25,0,0,0,0,c,1,1
242927,3,3,2014-12-24,4310,582,1,0,0,1,1
243862,3,2,2014-12-23,12121,1352,1,0,0,1,1
244797,3,1,2014-12-22,11282,1209,1,0,0,1,1
245732,3,7,2014-12-21,0,0,0,0,0,0,1
246667,3,6,2014-12-20,8094,839,1,0,0,0,1
247602,3,5,2014-12-19,9598,957,1,1,0,0,1
248537,3,4,2014-12-18,11617,1121,1,1,0,0,1
249472,3,3,2014-12-17,10510,917,1,1,0,0,1
250407,3,2,2014-12-16,13072,1204,1,1,0,0,1
251342,3,1,2014-12-15,13472,1115,1,1,0,0,1
252277,3,7,2014-12-14,0,0,0,0,0,0,1
253212,3,6,2014-12-13,6621,775,1,0,0,0,1
254147,3,5,2014-12-12,5481,604,1,0,0,0,1
255082,3,4,2014-12-11,6363,723,1,0,0,0,1
256017,3,3,2014-12-10,5256,635,1,0,0,0,1
256952,3,2,2014-12-09,6446,785,1,0,0,0,1
257887,3,1,2014-12-08,5792,738,1,0,0,0,1
258822,3,7,2014-12-07,0,0,0,0,0,0,1
259757,3,6,2014-12-06,7669,947,1,0,0,0,1
260692,3,5,2014-12-05,10190,1096,1,1,0,0,1
261627,3,4,2014-12-04,8766,935,1,1,0,0,1
262562,3,3,2014-12-03,9694,962,1,1,0,0,1
263497,3,2,2014-12-02,9044,932,1,1,0,0,1
264432,3,1,2014-12-01,10369,962,1,1,0,0,1
265367,3,7,2014-11-30,0,0,0,0,0,0,1
266302,3,6,2014-11-29,6702,723,1,0,0,0,1
267237,3,5,2014-11-28,9700,953,1,1,0,0,1
268172,3,4,2014-11-27,8508,896,1,1,0,0,1
269107,3,3,2014-11-26,8397,837,1,1,0,0,1
270042,3,2,2014-11-25,8577,875,1,1,0,0,1
270977,3,1,2014-11-24,8886,855,1,1,0,0,1
271912,3,7,2014-11-23,0,0,0,0,0,0,1
272847,3,6,2014-11-22,3989,467,1,0,0,0,1
273782,3,5,2014-11-21,5865,737,1,0,0,0,1
274717,3,4,2014-11-20,6019,734,1,0,0,0,1
275652,3,3,2014-11-19,5490,684,1,0,0,0,1
276587,3,2,2014-11-18,5195,659,1,0,0,0,1
277522,3,1,2014-11-17,5935,718,1,0,0,0,1
278457,3,7,2014-11-16,0,0,0,0,0,0,1
279392,3,6,2014-11-15,4397,515,1,0,0,0,1
280327,3,5,2014-11-14,7836,778,1,1,0,0,1
281262,3,4,2014-11-13,7560,800,1,1,0,0,1
282197,3,3,2014-11-12,7839,809,1,1,0,0,1
283132,3,2,2014-11-11,8708,879,1,1,0,0,1
284067,3,1,2014-11-10,8533,831,1,1,0,0,1
285002,3,7,2014-11-09,0,0,0,0,0,0,1
285937,3,6,2014-11-08,4055,477,1,0,0,0,1
286872,3,5,2014-11-07,8091,840,1,1,0,0,1
287807,3,4,2014-11-06,8072,832,1,1,0,0,1
288742,3,3,2014-11-05,9172,892,1,1,0,0,1
289677,3,2,2014-11-04,9863,940,1,1,0,0,1
290612,3,1,2014-11-03,10855,1005,1,1,0,0,1
291547,3,7,2014-11-02,0,0,0,0,0,0,1
292482,3,6,2014-11-01,0,0,0,0,a,0,1
293417,3,5,2014-10-31,6788,823,1,0,0,0,1
294352,3,4,2014-10-30,5357,711,1,0,0,0,1
295287,3,3,2014-10-29,4716,597,1,0,0,0,1
296222,3,2,2014-10-28,4745,636,1,0,0,0,1
297157,3,1,2014-10-27,4848,684,1,0,0,0,1
298092,3,7,2014-10-26,0,0,0,0,0,0,1
299027,3,6,2014-10-25,3266,421,1,0,0,0,1
299962,3,5,2014-10-24,6251,757,1,1,0,0,1
300897,3,4,2014-10-23,7177,788,1,1,0,0,1
301832,3,3,2014-10-22,7380,738,1,1,0,0,1
302767,3,2,2014-10-21,6855,700,1,1,0,0,1
303702,3,1,2014-10-20,8266,814,1,1,0,0,1
304637,3,7,2014-10-19,0,0,0,0,0,0,1
305572,3,6,2014-10-18,3367,424,1,0,0,0,1
306507,3,5,2014-10-17,5485,656,1,0,0,1,1
307442,3,4,2014-10-16,5271,652,1,0,0,1,1
308377,3,3,2014-10-15,5008,639,1,0,0,1,1
309312,3,2,2014-10-14,5114,694,1,0,0,1,1
310247,3,1,2014-10-13,5035,673,1,0,0,1,1
311182,3,7,2014-10-12,0,0,0,0,0,0,1
312117,3,6,2014-10-11,3697,420,1,0,0,0,1
313052,3,5,2014-10-10,7448,802,1,1,0,1,1
313987,3,4,2014-10-09,7206,759,1,1,0,1,1
314922,3,3,2014-10-08,8472,842,1,1,0,1,1
315857,3,2,2014-10-07,7699,742,1,1,0,1,1
316792,3,1,2014-10-06,10598,982,1,1,0,1,1
317727,3,7,2014-10-05,0,0,0,0,0,0,1
318662,3,6,2014-10-04,5420,622,1,0,0,0,1
319597,3,5,2014-10-03,0,0,0,1,a,0,1
320532,3,4,2014-10-02,8565,937,1,1,0,0,1
321467,3,3,2014-10-01,8331,851,1,1,0,0,1
322402,3,2,2014-09-30,12260,1084,1,1,0,0,1
323337,3,1,2014-09-29,10066,960,1,1,0,0,1
324272,3,7,2014-09-28,0,0,0,0,0,0,1
325207,3,6,2014-09-27,3846,431,1,0,0,0,1
326142,3,5,2014-09-26,4853,658,1,0,0,0,1
327077,3,4,2014-09-25,4575,628,1,0,0,0,1
328012,3,3,2014-09-24,4620,636,1,0,0,0,1
328947,3,2,2014-09-23,5026,696,1,0,0,0,1
329882,3,1,2014-09-22,4658,583,1,0,0,0,1
330817,3,7,2014-09-21,0,0,0,0,0,0,1
331752,3,6,2014-09-20,3574,398,1,0,0,0,1
332687,3,5,2014-09-19,7729,803,1,1,0,0,1
333622,3,4,2014-09-18,7563,775,1,1,0,0,1
334557,3,3,2014-09-17,8034,795,1,1,0,0,1
335492,3,2,2014-09-16,8607,879,1,1,0,0,1
336427,3,1,2014-09-15,10098,977,1,1,0,0,1
337362,3,7,2014-09-14,0,0,0,0,0,0,1
338297,3,6,2014-09-13,3737,439,1,0,0,0,1
339232,3,5,2014-09-12,5665,705,1,0,0,0,1
340167,3,4,2014-09-11,5389,724,1,0,0,0,1
341102,3,3,2014-09-10,5164,659,1,0,0,0,1
342037,3,2,2014-09-09,5978,732,1,0,0,0,1
342972,3,1,2014-09-08,6061,714,1,0,0,0,1
343907,3,7,2014-09-07,0,0,0,0,0,0,1
344842,3,6,2014-09-06,3562,439,1,0,0,0,1
345777,3,5,2014-09-05,6564,686,1,1,0,0,1
346712,3,4,2014-09-04,7659,796,1,1,0,0,1
347647,3,3,2014-09-03,8659,843,1,1,0,0,1
348582,3,2,2014-09-02,8989,863,1,1,0,0,1
349517,3,1,2014-09-01,10679,962,1,1,0,0,1
350452,3,7,2014-08-31,0,0,0,0,0,0,1
351387,3,6,2014-08-30,4322,475,1,0,0,0,1
352322,3,5,2014-08-29,6889,750,1,0,0,0,1
353257,3,4,2014-08-28,5452,714,1,0,0,0,1
354192,3,3,2014-08-27,5055,658,1,0,0,0,1
355127,3,2,2014-08-26,5666,690,1,0,0,0,1
356062,3,1,2014-08-25,5393,703,1,0,0,0,1
356997,3,7,2014-08-24,0,0,0,0,0,0,1
357932,3,6,2014-08-23,3698,457,1,0,0,0,1
358867,3,5,2014-08-22,6610,752,1,1,0,0,1
359802,3,4,2014-08-21,6933,768,1,1,0,0,1
360737,3,3,2014-08-20,7661,839,1,1,0,0,1
361672,3,2,2014-08-19,8854,884,1,1,0,1,1
362607,3,1,2014-08-18,9258,888,1,1,0,1,1
363542,3,7,2014-08-17,0,0,0,0,0,0,1
364477,3,6,2014-08-16,3216,404,1,0,0,0,1
365412,3,5,2014-08-15,5156,677,1,0,0,1,1
366347,3,4,2014-08-14,5668,702,1,0,0,1,1
367282,3,3,2014-08-13,6051,753,1,0,0,1,1
368217,3,2,2014-08-12,5431,696,1,0,0,1,1
369152,3,1,2014-08-11,6114,757,1,0,0,1,1
370087,3,7,2014-08-10,0,0,0,0,0,0,1
371022,3,6,2014-08-09,3131,408,1,0,0,0,1
371957,3,5,2014-08-08,6763,760,1,1,0,1,1
372892,3,4,2014-08-07,8010,827,1,1,0,1,1
373827,3,3,2014-08-06,7499,798,1,1,0,1,1
374762,3,2,2014-08-05,8714,868,1,1,0,1,1
375697,3,1,2014-08-04,9055,891,1,1,0,1,1
376632,3,7,2014-08-03,0,0,0,0,0,0,1
377567,3,6,2014-08-02,4157,466,1,0,0,0,1
378502,3,5,2014-08-01,7893,787,1,1,0,1,1
379437,3,4,2014-07-31,8891,877,1,1,0,1,1
380372,3,3,2014-07-30,8399,809,1,1,0,1,1
381307,3,2,2014-07-29,7497,740,1,1,0,1,1
382242,3,1,2014-07-28,8778,787,1,1,0,1,1
383177,3,7,2014-07-27,0,0,0,0,0,0,1
384112,3,6,2014-07-26,4132,449,1,0,0,0,1
385047,3,5,2014-07-25,4346,562,1,0,0,1,1
385982,3,4,2014-07-24,5139,603,1,0,0,1,1
386917,3,3,2014-07-23,5553,643,1,0,0,1,1
387852,3,2,2014-07-22,6267,675,1,0,0,1,1
388787,3,1,2014-07-21,5884,652,1,0,0,1,1
389722,3,7,2014-07-20,0,0,0,0,0,0,1
390657,3,6,2014-07-19,3251,394,1,0,0,0,1
391592,3,5,2014-07-18,6751,704,1,1,0,1,1
392527,3,4,2014-07-17,7874,808,1,1,0,1,1
393462,3,3,2014-07-16,8036,833,1,1,0,1,1
394397,3,2,2014-07-15,9153,864,1,1,0,1,1
395332,3,1,2014-07-14,8761,831,1,1,0,1,1
396267,3,7,2014-07-13,0,0,0,0,0,0,1
397202,3,6,2014-07-12,4098,435,1,0,0,0,1
398137,3,5,2014-07-11,6441,715,1,0,0,1,1
399072,3,4,2014-07-10,6701,704,1,0,0,1,1
400007,3,3,2014-07-09,5006,571,1,0,0,1,1
400942,3,2,2014-07-08,5039,609,1,0,0,1,1
401877,3,1,2014-07-07,6884,784,1,0,0,1,1
402812,3,7,2014-07-06,0,0,0,0,0,0,1
403747,3,6,2014-07-05,4763,529,1,0,0,0,1
404682,3,5,2014-07-04,7585,812,1,1,0,0,1
405617,3,4,2014-07-03,8883,920,1,1,0,0,1
406552,3,3,2014-07-02,8646,874,1,1,0,0,1
407487,3,2,2014-07-01,8373,866,1,1,0,0,1
408422,3,1,2014-06-30,15689,1193,1,1,0,0,1
409537,3,7,2014-06-29,0,0,0,0,0,0,1
410652,3,6,2014-06-28,5802,635,1,0,0,0,1
411767,3,5,2014-06-27,5162,623,1,0,0,0,1
412882,3,4,2014-06-26,5766,662,1,0,0,0,1
413997,3,3,2014-06-25,5618,705,1,0,0,0,1
415112,3,2,2014-06-24,5599,660,1,0,0,0,1
416227,3,1,2014-06-23,5182,683,1,0,0,0,1
417342,3,7,2014-06-22,0,0,0,0,0,0,1
418457,3,6,2014-06-21,4208,469,1,0,0,0,1
419572,3,5,2014-06-20,9752,962,1,1,0,0,1
420687,3,4,2014-06-19,0,0,0,1,a,0,1
421802,3,3,2014-06-18,9218,879,1,1,0,0,1
422917,3,2,2014-06-17,10249,977,1,1,0,0,1
424032,3,1,2014-06-16,10299,920,1,1,0,0,1
425147,3,7,2014-06-15,0,0,0,0,0,0,1
426262,3,6,2014-06-14,4517,475,1,0,0,0,1
427377,3,5,2014-06-13,6343,727,1,0,0,0,1
428492,3,4,2014-06-12,6889,782,1,0,0,0,1
429607,3,3,2014-06-11,5947,684,1,0,0,0,1
430722,3,2,2014-06-10,5831,731,1,0,0,1,1
431837,3,1,2014-06-09,0,0,0,0,a,0,1
432952,3,7,2014-06-08,0,0,0,0,0,0,1
434067,3,6,2014-06-07,4903,571,1,0,0,0,1
435182,3,5,2014-06-06,8015,818,1,1,0,0,1
436297,3,4,2014-06-05,8018,817,1,1,0,0,1
437412,3,3,2014-06-04,7768,812,1,1,0,0,1
438527,3,2,2014-06-03,9614,919,1,1,0,0,1
439642,3,1,2014-06-02,10912,1011,1,1,0,0,1
440757,3,7,2014-06-01,0,0,0,0,0,0,1
441872,3,6,2014-05-31,4725,514,1,0,0,0,1
442987,3,5,2014-05-30,8510,965,1,0,0,0,1
444102,3,4,2014-05-29,0,0,0,0,a,0,1
445217,3,3,2014-05-28,4925,619,1,0,0,0,1
446332,3,2,2014-05-27,4651,587,1,0,0,0,1
447447,3,1,2014-05-26,5458,702,1,0,0,0,1
448562,3,7,2014-05-25,0,0,0,0,0,0,1
449677,3,6,2014-05-24,4236,470,1,0,0,0,1
450792,3,5,2014-05-23,6619,710,1,1,0,0,1
451907,3,4,2014-05-22,6899,753,1,1,0,0,1
453022,3,3,2014-05-21,7139,769,1,1,0,0,1
454137,3,2,2014-05-20,7828,869,1,1,0,0,1
455252,3,1,2014-05-19,9011,902,1,1,0,0,1
456367,3,7,2014-05-18,0,0,0,0,0,0,1
457482,3,6,2014-05-17,3485,444,1,0,0,0,1
458597,3,5,2014-05-16,5744,711,1,0,0,0,1
459712,3,4,2014-05-15,5190,672,1,0,0,0,1
460827,3,3,2014-05-14,5142,668,1,0,0,0,1
461942,3,2,2014-05-13,6174,720,1,0,0,0,1
463057,3,1,2014-05-12,4367,594,1,0,0,0,1
464172,3,7,2014-05-11,0,0,0,0,0,0,1
465287,3,6,2014-05-10,5868,720,1,0,0,0,1
466402,3,5,2014-05-09,7499,802,1,1,0,0,1
467517,3,4,2014-05-08,7396,796,1,1,0,0,1
468632,3,3,2014-05-07,8435,855,1,1,0,0,1
469747,3,2,2014-05-06,8925,891,1,1,0,0,1
470862,3,1,2014-05-05,9327,926,1,1,0,0,1
471977,3,7,2014-05-04,0,0,0,0,0,0,1
473092,3,6,2014-05-03,4950,557,1,0,0,0,1
474207,3,5,2014-05-02,10994,1066,1,1,0,0,1
475322,3,4,2014-05-01,0,0,0,1,a,0,1
476437,3,3,2014-04-30,10482,1015,1,1,0,0,1
477552,3,2,2014-04-29,8455,874,1,1,0,0,1
478667,3,1,2014-04-28,9500,934,1,1,0,0,1
479782,3,7,2014-04-27,0,0,0,0,0,0,1
480897,3,6,2014-04-26,3906,443,1,0,0,0,1
482012,3,5,2014-04-25,5241,673,1,0,0,1,1
483127,3,4,2014-04-24,5389,684,1,0,0,1,1
484242,3,3,2014-04-23,5561,684,1,0,0,1,1
485357,3,2,2014-04-22,6172,782,1,0,0,1,1
486472,3,1,2014-04-21,0,0,0,0,b,1,1
487587,3,7,2014-04-20,0,0,0,0,0,0,1
488702,3,6,2014-04-19,5794,690,1,0,0,0,1
489817,3,5,2014-04-18,0,0,0,1,b,1,1
490932,3,4,2014-04-17,8309,946,1,1,0,1,1
492047,3,3,2014-04-16,9311,954,1,1,0,1,1
493162,3,2,2014-04-15,10021,951,1,1,0,1,1
494277,3,1,2014-04-14,10103,930,1,1,0,1,1
495392,3,7,2014-04-13,0,0,0,0,0,0,1
496507,3,6,2014-04-12,3795,430,1,0,0,0,1
497622,3,5,2014-04-11,6169,696,1,0,0,0,1
498737,3,4,2014-04-10,5683,700,1,0,0,0,1
499852,3,3,2014-04-09,5389,655,1,0,0,0,1
500967,3,2,2014-04-08,5218,628,1,0,0,0,1
502082,3,1,2014-04-07,5121,671,1,0,0,0,1
503197,3,7,2014-04-06,0,0,0,0,0,0,1
