,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
219685,31,4,2015-01-15,4996,523,1,1,0,0,0
220800,31,3,2015-01-14,6226,584,1,1,0,0,0
221915,31,2,2015-01-13,5976,545,1,1,0,0,0
223030,31,1,2015-01-12,6674,612,1,1,0,0,0
224145,31,7,2015-01-11,0,0,0,0,0,0,0
225260,31,6,2015-01-10,5316,527,1,0,0,0,0
226375,31,5,2015-01-09,6186,551,1,1,0,0,0
227490,31,4,2015-01-08,6364,563,1,1,0,0,0
228605,31,3,2015-01-07,6480,594,1,1,0,0,0
229720,31,2,2015-01-06,7014,635,1,1,0,1,0
230835,31,1,2015-01-05,8491,811,1,1,0,1,0
231950,31,7,2015-01-04,0,0,0,0,0,0,0
233065,31,6,2015-01-03,5834,561,1,0,0,0,0
234180,31,5,2015-01-02,5807,587,1,0,0,1,0
235295,31,4,2015-01-01,0,0,0,0,a,1,0
236407,31,3,2014-12-31,3150,363,1,0,0,1,0
237342,31,2,2014-12-30,7851,733,1,0,0,1,0
238277,31,1,2014-12-29,6853,660,1,0,0,1,0
239212,31,7,2014-12-28,0,0,0,0,0,0,0
240147,31,6,2014-12-27,6474,688,1,0,0,0,0
241082,31,5,2014-12-26,0,0,0,0,c,1,0
242017,31,4,2014-12-25,0,0,0,0,c,1,0
242952,31,3,2014-12-24,4250,443,1,0,0,1,0
243887,31,2,2014-12-23,11487,1045,1,0,0,1,0
244822,31,1,2014-12-22,10877,1007,1,0,0,1,0
245757,31,7,2014-12-21,0,0,0,0,0,0,0
246692,31,6,2014-12-20,8739,746,1,0,0,0,0
247627,31,5,2014-12-19,10610,837,1,1,0,0,0
248562,31,4,2014-12-18,9128,795,1,1,0,0,0
249497,31,3,2014-12-17,9211,711,1,1,0,0,0
250432,31,2,2014-12-16,9714,777,1,1,0,0,0
251367,31,1,2014-12-15,10090,790,1,1,0,0,0
252302,31,7,2014-12-14,0,0,0,0,0,0,0
253237,31,6,2014-12-13,7046,693,1,0,0,0,0
254172,31,5,2014-12-12,6067,569,1,0,0,0,0
255107,31,4,2014-12-11,5866,594,1,0,0,0,0
256042,31,3,2014-12-10,6022,566,1,0,0,0,0
256977,31,2,2014-12-09,5576,510,1,0,0,0,0
257912,31,1,2014-12-08,5369,596,1,0,0,0,0
258847,31,7,2014-12-07,0,0,0,0,0,0,0
259782,31,6,2014-12-06,5963,589,1,0,0,0,0
260717,31,5,2014-12-05,10725,885,1,1,0,0,0
261652,31,4,2014-12-04,8325,724,1,1,0,0,0
262587,31,3,2014-12-03,8496,695,1,1,0,0,0
263522,31,2,2014-12-02,7852,674,1,1,0,0,0
264457,31,1,2014-12-01,8638,737,1,1,0,0,0
265392,31,7,2014-11-30,0,0,0,0,0,0,0
266327,31,6,2014-11-29,7871,753,1,0,0,0,0
267262,31,5,2014-11-28,8825,766,1,1,0,0,0
268197,31,4,2014-11-27,7748,709,1,1,0,0,0
269132,31,3,2014-11-26,8377,748,1,1,0,0,0
270067,31,2,2014-11-25,7652,667,1,1,0,0,0
271002,31,1,2014-11-24,8434,718,1,1,0,0,0
271937,31,7,2014-11-23,0,0,0,0,0,0,0
272872,31,6,2014-11-22,5419,560,1,0,0,0,0
273807,31,5,2014-11-21,5734,609,1,0,0,0,0
274742,31,4,2014-11-20,4898,539,1,0,0,0,0
275677,31,3,2014-11-19,4641,529,1,0,0,0,0
276612,31,2,2014-11-18,4721,496,1,0,0,0,0
277547,31,1,2014-11-17,5041,538,1,0,0,0,0
278482,31,7,2014-11-16,0,0,0,0,0,0,0
279417,31,6,2014-11-15,6107,621,1,0,0,0,0
280352,31,5,2014-11-14,6968,642,1,1,0,0,0
281287,31,4,2014-11-13,6218,576,1,1,0,0,0
282222,31,3,2014-11-12,6818,590,1,1,0,0,0
283157,31,2,2014-11-11,6335,592,1,1,0,0,0
284092,31,1,2014-11-10,6956,641,1,1,0,0,0
285027,31,7,2014-11-09,0,0,0,0,0,0,0
285962,31,6,2014-11-08,6042,598,1,0,0,0,0
286897,31,5,2014-11-07,7521,655,1,1,0,0,0
287832,31,4,2014-11-06,6605,605,1,1,0,0,0
288767,31,3,2014-11-05,7276,635,1,1,0,0,0
289702,31,2,2014-11-04,6900,617,1,1,0,0,0
290637,31,1,2014-11-03,7849,695,1,1,0,0,0
291572,31,7,2014-11-02,0,0,0,0,0,0,0
292507,31,6,2014-11-01,5812,614,1,0,0,0,0
293442,31,5,2014-10-31,6650,667,1,0,0,0,0
294377,31,4,2014-10-30,5326,581,1,0,0,0,0
295312,31,3,2014-10-29,4865,505,1,0,0,0,0
296247,31,2,2014-10-28,4861,503,1,0,0,0,0
297182,31,1,2014-10-27,4833,523,1,0,0,0,0
298117,31,7,2014-10-26,0,0,0,0,0,0,0
299052,31,6,2014-10-25,5197,542,1,0,0,0,0
299987,31,5,2014-10-24,6321,630,1,1,0,1,0
300922,31,4,2014-10-23,4693,495,1,1,0,1,0
301857,31,3,2014-10-22,5681,533,1,1,0,1,0
302792,31,2,2014-10-21,5555,511,1,1,0,1,0
303727,31,1,2014-10-20,6809,667,1,1,0,1,0
304662,31,7,2014-10-19,0,0,0,0,0,0,0
305597,31,6,2014-10-18,4812,537,1,0,0,0,0
306532,31,5,2014-10-17,5648,593,1,0,0,1,0
307467,31,4,2014-10-16,4643,516,1,0,0,1,0
308402,31,3,2014-10-15,4206,461,1,0,0,1,0
309337,31,2,2014-10-14,3779,450,1,0,0,1,0
310272,31,1,2014-10-13,4976,523,1,0,0,1,0
311207,31,7,2014-10-12,0,0,0,0,0,0,0
312142,31,6,2014-10-11,4868,545,1,0,0,0,0
313077,31,5,2014-10-10,6812,649,1,1,0,0,0
314012,31,4,2014-10-09,6253,614,1,1,0,0,0
314947,31,3,2014-10-08,6379,598,1,1,0,0,0
315882,31,2,2014-10-07,6843,622,1,1,0,0,0
316817,31,1,2014-10-06,7310,685,1,1,0,0,0
317752,31,7,2014-10-05,0,0,0,0,0,0,0
318687,31,6,2014-10-04,7127,710,1,0,0,0,0
319622,31,5,2014-10-03,0,0,0,1,a,0,0
320557,31,4,2014-10-02,7534,717,1,1,0,0,0
321492,31,3,2014-10-01,7069,673,1,1,0,0,0
322427,31,2,2014-09-30,7600,676,1,1,0,0,0
323362,31,1,2014-09-29,7123,663,1,1,0,0,0
324297,31,7,2014-09-28,0,0,0,0,0,0,0
325232,31,6,2014-09-27,4907,558,1,0,0,0,0
326167,31,5,2014-09-26,5587,596,1,0,0,0,0
327102,31,4,2014-09-25,4467,480,1,0,0,0,0
328037,31,3,2014-09-24,4120,454,1,0,0,0,0
328972,31,2,2014-09-23,3950,466,1,0,0,0,0
329907,31,1,2014-09-22,5027,549,1,0,0,0,0
330842,31,7,2014-09-21,0,0,0,0,0,0,0
331777,31,6,2014-09-20,4914,542,1,0,0,0,0
332712,31,5,2014-09-19,5965,579,1,1,0,0,0
333647,31,4,2014-09-18,5686,564,1,1,0,0,0
334582,31,3,2014-09-17,5287,512,1,1,0,0,0
335517,31,2,2014-09-16,6105,564,1,1,0,0,0
336452,31,1,2014-09-15,6145,625,1,1,0,0,0
337387,31,7,2014-09-14,0,0,0,0,0,0,0
338322,31,6,2014-09-13,5356,580,1,0,0,0,0
339257,31,5,2014-09-12,5458,577,1,0,0,0,0
340192,31,4,2014-09-11,4412,523,1,0,0,0,0
341127,31,3,2014-09-10,4383,495,1,0,0,0,0
342062,31,2,2014-09-09,4297,508,1,0,0,0,0
342997,31,1,2014-09-08,5111,593,1,0,0,0,0
343932,31,7,2014-09-07,0,0,0,0,0,0,0
344867,31,6,2014-09-06,5503,556,1,0,0,0,0
345802,31,5,2014-09-05,6603,623,1,1,0,0,0
346737,31,4,2014-09-04,6631,613,1,1,0,0,0
347672,31,3,2014-09-03,6305,608,1,1,0,0,0
348607,31,2,2014-09-02,6451,592,1,1,0,0,0
349542,31,1,2014-09-01,8654,724,1,1,0,0,0
350477,31,7,2014-08-31,0,0,0,0,0,0,0
351412,31,6,2014-08-30,6827,662,1,0,0,0,0
352347,31,5,2014-08-29,6966,718,1,0,0,0,0
353282,31,4,2014-08-28,5408,567,1,0,0,0,0
354217,31,3,2014-08-27,4952,553,1,0,0,0,0
355152,31,2,2014-08-26,5030,579,1,0,0,0,0
356087,31,1,2014-08-25,6633,706,1,0,0,0,0
357022,31,7,2014-08-24,0,0,0,0,0,0,0
357957,31,6,2014-08-23,5368,578,1,0,0,0,0
358892,31,5,2014-08-22,6555,636,1,1,0,1,0
359827,31,4,2014-08-21,6444,614,1,1,0,1,0
360762,31,3,2014-08-20,6168,566,1,1,0,1,0
361697,31,2,2014-08-19,7136,601,1,1,0,1,0
362632,31,1,2014-08-18,8116,674,1,1,0,1,0
363567,31,7,2014-08-17,0,0,0,0,0,0,0
364502,31,6,2014-08-16,5048,528,1,0,0,0,0
365437,31,5,2014-08-15,5047,581,1,0,0,1,0
366372,31,4,2014-08-14,4660,493,1,0,0,1,0
367307,31,3,2014-08-13,5103,521,1,0,0,1,0
368242,31,2,2014-08-12,5088,483,1,0,0,1,0
369177,31,1,2014-08-11,5197,564,1,0,0,1,0
370112,31,7,2014-08-10,0,0,0,0,0,0,0
371047,31,6,2014-08-09,5385,571,1,0,0,0,0
371982,31,5,2014-08-08,6595,623,1,1,0,1,0
372917,31,4,2014-08-07,6384,613,1,1,0,1,0
373852,31,3,2014-08-06,5550,537,1,1,0,1,0
374787,31,2,2014-08-05,6093,519,1,1,0,1,0
375722,31,1,2014-08-04,7732,657,1,1,0,1,0
376657,31,7,2014-08-03,0,0,0,0,0,0,0
377592,31,6,2014-08-02,4998,555,1,0,0,0,0
378527,31,5,2014-08-01,6744,645,1,1,0,1,0
379462,31,4,2014-07-31,7091,659,1,1,0,1,0
380397,31,3,2014-07-30,5980,561,1,1,0,1,0
381332,31,2,2014-07-29,6230,550,1,1,0,1,0
382267,31,1,2014-07-28,7328,652,1,1,0,1,0
383202,31,7,2014-07-27,0,0,0,0,0,0,0
384137,31,6,2014-07-26,4608,531,1,0,0,0,0
385072,31,5,2014-07-25,5385,562,1,0,0,1,0
386007,31,4,2014-07-24,4283,469,1,0,0,1,0
386942,31,3,2014-07-23,4747,478,1,0,0,1,0
387877,31,2,2014-07-22,4467,485,1,0,0,1,0
388812,31,1,2014-07-21,4750,513,1,0,0,1,0
389747,31,7,2014-07-20,0,0,0,0,0,0,0
390682,31,6,2014-07-19,5307,548,1,0,0,0,0
391617,31,5,2014-07-18,6344,608,1,1,0,1,0
392552,31,4,2014-07-17,5628,567,1,1,0,1,0
393487,31,3,2014-07-16,6573,592,1,1,0,1,0
394422,31,2,2014-07-15,6217,572,1,1,0,1,0
395357,31,1,2014-07-14,6942,593,1,1,0,1,0
396292,31,7,2014-07-13,0,0,0,0,0,0,0
397227,31,6,2014-07-12,6049,611,1,0,0,0,0
398162,31,5,2014-07-11,6274,650,1,0,0,0,0
399097,31,4,2014-07-10,5027,529,1,0,0,0,0
400032,31,3,2014-07-09,4204,476,1,0,0,0,0
400967,31,2,2014-07-08,4520,530,1,0,0,0,0
401902,31,1,2014-07-07,5160,567,1,0,0,0,0
402837,31,7,2014-07-06,0,0,0,0,0,0,0
403772,31,6,2014-07-05,5208,539,1,0,0,0,0
404707,31,5,2014-07-04,5783,582,1,1,0,0,0
405642,31,4,2014-07-03,6364,605,1,1,0,0,0
406577,31,3,2014-07-02,6054,597,1,1,0,0,0
407512,31,2,2014-07-01,6897,633,1,1,0,0,0
408450,31,1,2014-06-30,8203,727,1,1,0,0,0
409565,31,7,2014-06-29,0,0,0,0,0,0,0
410680,31,6,2014-06-28,5733,585,1,0,0,0,0
411795,31,5,2014-06-27,5274,592,1,0,0,0,0
412910,31,4,2014-06-26,4429,498,1,0,0,0,0
414025,31,3,2014-06-25,4063,483,1,0,0,0,0
415140,31,2,2014-06-24,4355,500,1,0,0,0,0
416255,31,1,2014-06-23,4593,535,1,0,0,0,0
417370,31,7,2014-06-22,0,0,0,0,0,0,0
418485,31,6,2014-06-21,4796,554,1,0,0,0,0
419600,31,5,2014-06-20,6405,639,1,1,0,0,0
420715,31,4,2014-06-19,5439,540,1,1,0,0,0
421830,31,3,2014-06-18,5791,584,1,1,0,0,0
422945,31,2,2014-06-17,6235,594,1,1,0,0,0
424060,31,1,2014-06-16,6431,632,1,1,0,0,0
425175,31,7,2014-06-15,0,0,0,0,0,0,0
426290,31,6,2014-06-14,5397,579,1,0,0,0,0
427405,31,5,2014-06-13,5161,593,1,0,0,0,0
428520,31,4,2014-06-12,5157,580,1,0,0,0,0
429635,31,3,2014-06-11,5180,585,1,0,0,0,0
430750,31,2,2014-06-10,5873,596,1,0,0,0,0
431865,31,1,2014-06-09,0,0,0,0,a,0,0
432980,31,7,2014-06-08,0,0,0,0,0,0,0
434095,31,6,2014-06-07,5313,578,1,0,0,0,0
435210,31,5,2014-06-06,7160,661,1,1,0,0,0
436325,31,4,2014-06-05,6333,635,1,1,0,0,0
437440,31,3,2014-06-04,6123,569,1,1,0,0,0
438555,31,2,2014-06-03,7002,597,1,1,0,0,0
439670,31,1,2014-06-02,7507,676,1,1,0,0,0
440785,31,7,2014-06-01,0,0,0,0,0,0,0
441900,31,6,2014-05-31,5479,592,1,0,0,0,0
443015,31,5,2014-05-30,6491,695,1,0,0,1,0
444130,31,4,2014-05-29,0,0,0,0,a,0,0
445245,31,3,2014-05-28,6165,662,1,0,0,0,0
446360,31,2,2014-05-27,4699,524,1,0,0,0,0
447475,31,1,2014-05-26,4483,533,1,0,0,0,0
448590,31,7,2014-05-25,0,0,0,0,0,0,0
449705,31,6,2014-05-24,5641,574,1,0,0,0,0
450820,31,5,2014-05-23,6665,646,1,1,0,0,0
451935,31,4,2014-05-22,5164,509,1,1,0,0,0
453050,31,3,2014-05-21,5068,505,1,1,0,0,0
454165,31,2,2014-05-20,5700,541,1,1,0,0,0
455280,31,1,2014-05-19,6672,636,1,1,0,0,0
456395,31,7,2014-05-18,0,0,0,0,0,0,0
457510,31,6,2014-05-17,5403,563,1,0,0,0,0
458625,31,5,2014-05-16,5414,601,1,0,0,0,0
459740,31,4,2014-05-15,4733,521,1,0,0,0,0
460855,31,3,2014-05-14,4186,475,1,0,0,0,0
461970,31,2,2014-05-13,4013,472,1,0,0,0,0
463085,31,1,2014-05-12,4829,553,1,0,0,0,0
464200,31,7,2014-05-11,0,0,0,0,0,0,0
465315,31,6,2014-05-10,5830,651,1,0,0,0,0
466430,31,5,2014-05-09,6376,607,1,1,0,0,0
467545,31,4,2014-05-08,5952,572,1,1,0,0,0
468660,31,3,2014-05-07,6044,583,1,1,0,0,0
469775,31,2,2014-05-06,6452,606,1,1,0,0,0
470890,31,1,2014-05-05,7438,672,1,1,0,0,0
472005,31,7,2014-05-04,0,0,0,0,0,0,0
473120,31,6,2014-05-03,5819,616,1,0,0,0,0
474235,31,5,2014-05-02,9537,896,1,1,0,1,0
475350,31,4,2014-05-01,0,0,0,1,a,1,0
476465,31,3,2014-04-30,8284,770,1,1,0,1,0
477580,31,2,2014-04-29,7130,619,1,1,0,1,0
478695,31,1,2014-04-28,6969,644,1,1,0,1,0
479810,31,7,2014-04-27,0,0,0,0,0,0,0
480925,31,6,2014-04-26,4656,516,1,0,0,0,0
482040,31,5,2014-04-25,4924,526,1,0,0,1,0
483155,31,4,2014-04-24,4482,496,1,0,0,1,0
484270,31,3,2014-04-23,4246,500,1,0,0,1,0
485385,31,2,2014-04-22,4859,527,1,0,0,1,0
486500,31,1,2014-04-21,0,0,0,0,b,1,0
487615,31,7,2014-04-20,0,0,0,0,0,0,0
488730,31,6,2014-04-19,8482,821,1,0,0,0,0
489845,31,5,2014-04-18,0,0,0,1,b,1,0
490960,31,4,2014-04-17,9489,844,1,1,0,1,0
492075,31,3,2014-04-16,7122,685,1,1,0,1,0
493190,31,2,2014-04-15,7601,690,1,1,0,0,0
494305,31,1,2014-04-14,8726,725,1,1,0,0,0
495420,31,7,2014-04-13,0,0,0,0,0,0,0
496535,31,6,2014-04-12,5422,553,1,0,0,0,0
497650,31,5,2014-04-11,5362,579,1,0,0,0,0
498765,31,4,2014-04-10,4861,514,1,0,0,0,0
499880,31,3,2014-04-09,4854,524,1,0,0,0,0
500995,31,2,2014-04-08,4397,480,1,0,0,0,0
502110,31,1,2014-04-07,4217,525,1,0,0,0,0
503225,31,7,2014-04-06,0,0,0,0,0,0,0
