,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
107068,29,7,2015-04-26,0,0,0,0,0,0,0
108183,29,6,2015-04-25,7179,660,1,0,0,0,0
109298,29,5,2015-04-24,5878,579,1,0,0,0,0
110413,29,4,2015-04-23,6262,601,1,0,0,0,0
111528,29,3,2015-04-22,6706,614,1,0,0,0,0
112643,29,2,2015-04-21,6314,564,1,0,0,0,0
113758,29,1,2015-04-20,5994,613,1,0,0,0,0
114873,29,7,2015-04-19,0,0,0,0,0,0,0
115988,29,6,2015-04-18,8007,705,1,0,0,0,0
117103,29,5,2015-04-17,8867,784,1,1,0,0,0
118218,29,4,2015-04-16,9215,747,1,1,0,0,0
119333,29,3,2015-04-15,7847,659,1,1,0,0,0
120448,29,2,2015-04-14,9309,774,1,1,0,0,0
121563,29,1,2015-04-13,13269,981,1,1,0,0,0
122678,29,7,2015-04-12,0,0,0,0,0,0,0
123793,29,6,2015-04-11,7669,718,1,0,0,0,0
124908,29,5,2015-04-10,6691,624,1,0,0,1,0
126023,29,4,2015-04-09,5779,583,1,0,0,1,0
127138,29,3,2015-04-08,6792,621,1,0,0,1,0
128253,29,2,2015-04-07,7458,693,1,0,0,1,0
129368,29,1,2015-04-06,0,0,0,0,b,1,0
130483,29,7,2015-04-05,0,0,0,0,0,0,0
131598,29,6,2015-04-04,11457,991,1,0,0,0,0
132713,29,5,2015-04-03,0,0,0,1,b,1,0
133828,29,4,2015-04-02,12047,986,1,1,0,1,0
134943,29,3,2015-04-01,12415,951,1,1,0,1,0
136058,29,2,2015-03-31,11551,823,1,1,0,1,0
137173,29,1,2015-03-30,14829,996,1,1,0,1,0
138288,29,7,2015-03-29,0,0,0,0,0,0,0
139403,29,6,2015-03-28,7896,731,1,0,0,0,0
140518,29,5,2015-03-27,8013,678,1,0,0,0,0
141633,29,4,2015-03-26,6352,640,1,0,0,0,0
142748,29,3,2015-03-25,5532,533,1,0,0,0,0
143863,29,2,2015-03-24,6374,589,1,0,0,0,0
144978,29,1,2015-03-23,6487,608,1,0,0,0,0
146093,29,7,2015-03-22,0,0,0,0,0,0,0
147208,29,6,2015-03-21,8165,699,1,0,0,0,0
148323,29,5,2015-03-20,9663,828,1,1,0,0,0
149438,29,4,2015-03-19,8978,730,1,1,0,0,0
150553,29,3,2015-03-18,8151,705,1,1,0,0,0
151668,29,2,2015-03-17,8997,717,1,1,0,0,0
152783,29,1,2015-03-16,13741,1055,1,1,0,0,0
153898,29,7,2015-03-15,0,0,0,0,0,0,0
155013,29,6,2015-03-14,8069,694,1,0,0,0,0
156128,29,5,2015-03-13,6477,612,1,0,0,0,0
157243,29,4,2015-03-12,6998,619,1,0,0,0,0
158358,29,3,2015-03-11,6553,605,1,0,0,0,0
159473,29,2,2015-03-10,7000,636,1,0,0,0,0
160588,29,1,2015-03-09,7482,679,1,0,0,0,0
161703,29,7,2015-03-08,0,0,0,0,0,0,0
162818,29,6,2015-03-07,7719,720,1,0,0,0,0
163933,29,5,2015-03-06,8426,756,1,1,0,0,0
165048,29,4,2015-03-05,8676,750,1,1,0,0,0
166163,29,3,2015-03-04,9136,774,1,1,0,0,0
167278,29,2,2015-03-03,10887,823,1,1,0,0,0
168393,29,1,2015-03-02,12763,970,1,1,0,0,0
169508,29,7,2015-03-01,0,0,0,0,0,0,0
170623,29,6,2015-02-28,8746,714,1,0,0,0,0
171738,29,5,2015-02-27,7935,655,1,0,0,0,0
172853,29,4,2015-02-26,6035,568,1,0,0,0,0
173968,29,3,2015-02-25,5990,570,1,0,0,0,0
175083,29,2,2015-02-24,5660,580,1,0,0,0,0
176198,29,1,2015-02-23,6403,622,1,0,0,0,0
177313,29,7,2015-02-22,0,0,0,0,0,0,0
178428,29,6,2015-02-21,7351,728,1,0,0,0,0
179543,29,5,2015-02-20,8789,777,1,1,0,0,0
180658,29,4,2015-02-19,7922,694,1,1,0,0,0
181773,29,3,2015-02-18,8743,705,1,1,0,0,0
182888,29,2,2015-02-17,9250,750,1,1,0,0,0
184003,29,1,2015-02-16,12280,951,1,1,0,0,0
185118,29,7,2015-02-15,0,0,0,0,0,0,0
186233,29,6,2015-02-14,8214,738,1,0,0,0,0
187348,29,5,2015-02-13,6222,598,1,0,0,0,0
188463,29,4,2015-02-12,6611,620,1,0,0,0,0
189578,29,3,2015-02-11,6156,612,1,0,0,0,0
190693,29,2,2015-02-10,6029,565,1,0,0,0,0
191808,29,1,2015-02-09,6011,633,1,0,0,0,0
192923,29,7,2015-02-08,0,0,0,0,0,0,0
194038,29,6,2015-02-07,7849,702,1,0,0,0,0
195153,29,5,2015-02-06,8306,742,1,1,0,0,0
196268,29,4,2015-02-05,8038,662,1,1,0,0,0
197383,29,3,2015-02-04,8560,753,1,1,0,0,0
198498,29,2,2015-02-03,9566,775,1,1,0,0,0
199613,29,1,2015-02-02,12040,877,1,1,0,0,0
200728,29,7,2015-02-01,0,0,0,0,0,0,0
201843,29,6,2015-01-31,8879,763,1,0,0,0,0
202958,29,5,2015-01-30,9088,729,1,1,0,0,0
204073,29,4,2015-01-29,8570,695,1,1,0,0,0
205188,29,3,2015-01-28,8507,662,1,1,0,0,0
206303,29,2,2015-01-27,8491,756,1,1,0,0,0
207418,29,1,2015-01-26,11471,895,1,1,0,0,0
208533,29,7,2015-01-25,0,0,0,0,0,0,0
209648,29,6,2015-01-24,6461,546,1,0,0,0,0
210763,29,5,2015-01-23,5997,560,1,0,0,0,0
211878,29,4,2015-01-22,5626,568,1,0,0,0,0
212993,29,3,2015-01-21,5470,555,1,0,0,0,0
214108,29,2,2015-01-20,5466,539,1,0,0,0,0
215223,29,1,2015-01-19,5617,588,1,0,0,0,0
216338,29,7,2015-01-18,0,0,0,0,0,0,0
217453,29,6,2015-01-17,7736,714,1,0,0,0,0
218568,29,5,2015-01-16,8744,755,1,1,0,0,0
219683,29,4,2015-01-15,7553,678,1,1,0,0,0
220798,29,3,2015-01-14,8407,697,1,1,0,0,0
221913,29,2,2015-01-13,8196,665,1,1,0,0,0
223028,29,1,2015-01-12,10949,846,1,1,0,0,0
224143,29,7,2015-01-11,0,0,0,0,0,0,0
225258,29,6,2015-01-10,7422,684,1,0,0,0,0
226373,29,5,2015-01-09,8021,720,1,1,0,0,0
227488,29,4,2015-01-08,7141,585,1,1,0,0,0
228603,29,3,2015-01-07,8377,684,1,1,0,0,0
229718,29,2,2015-01-06,8498,734,1,1,0,1,0
230833,29,1,2015-01-05,12814,998,1,1,0,1,0
231948,29,7,2015-01-04,0,0,0,0,0,0,0
233063,29,6,2015-01-03,7627,683,1,0,0,0,0
234178,29,5,2015-01-02,7949,726,1,0,0,1,0
235293,29,4,2015-01-01,0,0,0,0,a,1,0
236405,29,3,2014-12-31,4890,429,1,0,0,1,0
237340,29,2,2014-12-30,9478,798,1,0,0,1,0
238275,29,1,2014-12-29,7742,708,1,0,0,1,0
239210,29,7,2014-12-28,0,0,0,0,0,0,0
240145,29,6,2014-12-27,7162,659,1,0,0,0,0
241080,29,5,2014-12-26,0,0,0,0,c,1,0
242015,29,4,2014-12-25,0,0,0,0,c,1,0
242950,29,3,2014-12-24,5861,516,1,0,0,1,0
243885,29,2,2014-12-23,13202,1125,1,0,0,1,0
244820,29,1,2014-12-22,13589,1115,1,0,0,1,0
245755,29,7,2014-12-21,0,0,0,0,0,0,0
246690,29,6,2014-12-20,11284,896,1,0,0,0,0
247625,29,5,2014-12-19,11650,891,1,1,0,0,0
248560,29,4,2014-12-18,12069,920,1,1,0,0,0
249495,29,3,2014-12-17,10811,782,1,1,0,0,0
250430,29,2,2014-12-16,12376,926,1,1,0,0,0
251365,29,1,2014-12-15,15530,1092,1,1,0,0,0
252300,29,7,2014-12-14,0,0,0,0,0,0,0
253235,29,6,2014-12-13,8954,738,1,0,0,0,0
254170,29,5,2014-12-12,6822,588,1,0,0,0,0
255105,29,4,2014-12-11,6899,633,1,0,0,0,0
256040,29,3,2014-12-10,6598,558,1,0,0,0,0
256975,29,2,2014-12-09,6150,598,1,0,0,0,0
257910,29,1,2014-12-08,6698,633,1,0,0,0,0
258845,29,7,2014-12-07,0,0,0,0,0,0,0
259780,29,6,2014-12-06,8829,764,1,0,0,0,0
260715,29,5,2014-12-05,10098,823,1,1,0,0,0
261650,29,4,2014-12-04,10000,778,1,1,0,0,0
262585,29,3,2014-12-03,8698,680,1,1,0,0,0
263520,29,2,2014-12-02,9756,780,1,1,0,0,0
264455,29,1,2014-12-01,13855,1038,1,1,0,0,0
265390,29,7,2014-11-30,0,0,0,0,0,0,0
266325,29,6,2014-11-29,10257,824,1,0,0,0,0
267260,29,5,2014-11-28,10399,796,1,1,0,0,0
268195,29,4,2014-11-27,8524,701,1,1,0,0,0
269130,29,3,2014-11-26,8117,704,1,1,0,0,0
270065,29,2,2014-11-25,8597,719,1,1,0,0,0
271000,29,1,2014-11-24,12523,950,1,1,0,0,0
271935,29,7,2014-11-23,0,0,0,0,0,0,0
272870,29,6,2014-11-22,7665,680,1,0,0,0,0
273805,29,5,2014-11-21,6170,581,1,0,0,0,0
274740,29,4,2014-11-20,5951,541,1,0,0,0,0
275675,29,3,2014-11-19,6138,593,1,0,0,0,0
276610,29,2,2014-11-18,6307,598,1,0,0,0,0
277545,29,1,2014-11-17,6451,650,1,0,0,0,0
278480,29,7,2014-11-16,0,0,0,0,0,0,0
279415,29,6,2014-11-15,7807,690,1,0,0,0,0
280350,29,5,2014-11-14,7843,733,1,1,0,0,0
281285,29,4,2014-11-13,7933,684,1,1,0,0,0
282220,29,3,2014-11-12,7329,668,1,1,0,0,0
283155,29,2,2014-11-11,8193,707,1,1,0,0,0
284090,29,1,2014-11-10,11977,966,1,1,0,0,0
285025,29,7,2014-11-09,0,0,0,0,0,0,0
285960,29,6,2014-11-08,7610,707,1,0,0,0,0
286895,29,5,2014-11-07,8527,737,1,1,0,0,0
287830,29,4,2014-11-06,8654,738,1,1,0,0,0
288765,29,3,2014-11-05,9736,820,1,1,0,0,0
289700,29,2,2014-11-04,10651,823,1,1,0,0,0
290635,29,1,2014-11-03,14427,1084,1,1,0,0,0
291570,29,7,2014-11-02,0,0,0,0,0,0,0
292505,29,6,2014-11-01,0,0,0,0,a,0,0
293440,29,5,2014-10-31,9941,880,1,0,0,0,0
294375,29,4,2014-10-30,7319,635,1,0,0,0,0
295310,29,3,2014-10-29,5445,532,1,0,0,0,0
296245,29,2,2014-10-28,5477,583,1,0,0,0,0
297180,29,1,2014-10-27,5889,573,1,0,0,0,0
298115,29,7,2014-10-26,0,0,0,0,0,0,0
299050,29,6,2014-10-25,7462,700,1,0,0,0,0
299985,29,5,2014-10-24,7733,740,1,1,0,0,0
300920,29,4,2014-10-23,7147,684,1,1,0,0,0
301855,29,3,2014-10-22,7832,687,1,1,0,0,0
302790,29,2,2014-10-21,8232,695,1,1,0,0,0
303725,29,1,2014-10-20,9949,866,1,1,0,0,0
304660,29,7,2014-10-19,0,0,0,0,0,0,0
305595,29,6,2014-10-18,6136,644,1,0,0,0,0
306530,29,5,2014-10-17,5583,566,1,0,0,1,0
307465,29,4,2014-10-16,5882,589,1,0,0,1,0
308400,29,3,2014-10-15,5433,536,1,0,0,1,0
309335,29,2,2014-10-14,5099,521,1,0,0,1,0
310270,29,1,2014-10-13,5808,579,1,0,0,1,0
311205,29,7,2014-10-12,0,0,0,0,0,0,0
312140,29,6,2014-10-11,6589,638,1,0,0,0,0
313075,29,5,2014-10-10,8123,716,1,1,0,1,0
314010,29,4,2014-10-09,7370,673,1,1,0,1,0
314945,29,3,2014-10-08,7987,642,1,1,0,1,0
315880,29,2,2014-10-07,8301,696,1,1,0,1,0
316815,29,1,2014-10-06,11262,914,1,1,0,1,0
317750,29,7,2014-10-05,0,0,0,0,0,0,0
318685,29,6,2014-10-04,8063,728,1,0,0,0,0
319620,29,5,2014-10-03,0,0,0,1,a,0,0
320555,29,4,2014-10-02,9808,880,1,1,0,0,0
321490,29,3,2014-10-01,9492,757,1,1,0,0,0
322425,29,2,2014-09-30,10997,861,1,1,0,0,0
323360,29,1,2014-09-29,11333,908,1,1,0,0,0
324295,29,7,2014-09-28,0,0,0,0,0,0,0
325230,29,6,2014-09-27,7073,651,1,0,0,0,0
326165,29,5,2014-09-26,6441,609,1,0,0,0,0
327100,29,4,2014-09-25,4947,532,1,0,0,0,0
328035,29,3,2014-09-24,5493,548,1,0,0,0,0
328970,29,2,2014-09-23,5312,549,1,0,0,0,0
329905,29,1,2014-09-22,5939,597,1,0,0,0,0
330840,29,7,2014-09-21,0,0,0,0,0,0,0
331775,29,6,2014-09-20,6766,629,1,0,0,0,0
332710,29,5,2014-09-19,7793,694,1,1,0,0,0
333645,29,4,2014-09-18,7602,657,1,1,0,0,0
334580,29,3,2014-09-17,7053,645,1,1,0,0,0
335515,29,2,2014-09-16,9022,751,1,1,0,0,0
336450,29,1,2014-09-15,12321,898,1,1,0,0,0
337385,29,7,2014-09-14,0,0,0,0,0,0,0
338320,29,6,2014-09-13,6572,630,1,0,0,0,0
339255,29,5,2014-09-12,5906,602,1,0,0,0,0
340190,29,4,2014-09-11,5650,568,1,0,0,0,0
341125,29,3,2014-09-10,5906,576,1,0,0,0,0
342060,29,2,2014-09-09,5681,566,1,0,0,0,0
342995,29,1,2014-09-08,6760,613,1,0,0,0,0
343930,29,7,2014-09-07,0,0,0,0,0,0,0
344865,29,6,2014-09-06,6806,656,1,0,0,0,0
345800,29,5,2014-09-05,8230,737,1,1,0,0,0
346735,29,4,2014-09-04,8009,657,1,1,0,0,0
347670,29,3,2014-09-03,8257,704,1,1,0,0,0
348605,29,2,2014-09-02,9680,801,1,1,0,0,0
349540,29,1,2014-09-01,12800,1025,1,1,0,0,0
350475,29,7,2014-08-31,0,0,0,0,0,0,0
351410,29,6,2014-08-30,8072,709,1,0,0,0,0
352345,29,5,2014-08-29,7282,657,1,0,0,0,0
353280,29,4,2014-08-28,5594,532,1,0,0,0,0
354215,29,3,2014-08-27,5507,560,1,0,0,0,0
355150,29,2,2014-08-26,5324,544,1,0,0,0,0
356085,29,1,2014-08-25,5745,592,1,0,0,0,0
357020,29,7,2014-08-24,0,0,0,0,0,0,0
357955,29,6,2014-08-23,7208,712,1,0,0,0,0
358890,29,5,2014-08-22,7248,662,1,1,0,0,0
359825,29,4,2014-08-21,7243,668,1,1,0,0,0
360760,29,3,2014-08-20,8340,712,1,1,0,0,0
361695,29,2,2014-08-19,9296,795,1,1,0,1,0
362630,29,1,2014-08-18,12595,1040,1,1,0,1,0
363565,29,7,2014-08-17,0,0,0,0,0,0,0
364500,29,6,2014-08-16,6234,571,1,0,0,0,0
365435,29,5,2014-08-15,5720,560,1,0,0,1,0
366370,29,4,2014-08-14,5580,576,1,0,0,1,0
367305,29,3,2014-08-13,5297,543,1,0,0,1,0
368240,29,2,2014-08-12,6344,576,1,0,0,1,0
369175,29,1,2014-08-11,6176,614,1,0,0,1,0
370110,29,7,2014-08-10,0,0,0,0,0,0,0
371045,29,6,2014-08-09,6750,622,1,0,0,0,0
371980,29,5,2014-08-08,7343,660,1,1,0,1,0
372915,29,4,2014-08-07,8072,686,1,1,0,1,0
373850,29,3,2014-08-06,7307,636,1,1,0,1,0
374785,29,2,2014-08-05,8088,677,1,1,0,1,0
375720,29,1,2014-08-04,11503,926,1,1,0,1,0
376655,29,7,2014-08-03,0,0,0,0,0,0,0
377590,29,6,2014-08-02,6198,555,1,0,0,0,0
378525,29,5,2014-08-01,8502,695,1,1,0,1,0
379460,29,4,2014-07-31,8724,722,1,1,0,1,0
380395,29,3,2014-07-30,7847,688,1,1,0,1,0
381330,29,2,2014-07-29,8110,668,1,1,0,1,0
382265,29,1,2014-07-28,10417,830,1,1,0,1,0
383200,29,7,2014-07-27,0,0,0,0,0,0,0
384135,29,6,2014-07-26,6627,598,1,0,0,0,0
385070,29,5,2014-07-25,5770,564,1,0,0,1,0
386005,29,4,2014-07-24,5706,569,1,0,0,1,0
386940,29,3,2014-07-23,5235,488,1,0,0,1,0
387875,29,2,2014-07-22,5608,532,1,0,0,1,0
388810,29,1,2014-07-21,6562,556,1,0,0,1,0
389745,29,7,2014-07-20,0,0,0,0,0,0,0
390680,29,6,2014-07-19,5459,546,1,0,0,0,0
391615,29,5,2014-07-18,7053,646,1,1,0,1,0
392550,29,4,2014-07-17,7439,646,1,1,0,1,0
393485,29,3,2014-07-16,8089,664,1,1,0,1,0
394420,29,2,2014-07-15,8949,746,1,1,0,1,0
395355,29,1,2014-07-14,10759,838,1,1,0,1,0
396290,29,7,2014-07-13,0,0,0,0,0,0,0
397225,29,6,2014-07-12,6608,615,1,0,0,0,0
398160,29,5,2014-07-11,5993,562,1,0,0,1,0
399095,29,4,2014-07-10,6338,583,1,0,0,1,0
400030,29,3,2014-07-09,5615,478,1,0,0,1,0
400965,29,2,2014-07-08,4873,460,1,0,0,1,0
401900,29,1,2014-07-07,6556,639,1,0,0,1,0
402835,29,7,2014-07-06,0,0,0,0,0,0,0
403770,29,6,2014-07-05,7619,653,1,0,0,0,0
404705,29,5,2014-07-04,7349,666,1,1,0,0,0
405640,29,4,2014-07-03,7437,672,1,1,0,0,0
406575,29,3,2014-07-02,9271,768,1,1,0,0,0
407510,29,2,2014-07-01,9726,795,1,1,0,0,0
408448,29,1,2014-06-30,14784,1067,1,1,0,0,0
409563,29,7,2014-06-29,0,0,0,0,0,0,0
410678,29,6,2014-06-28,7380,666,1,0,0,0,0
411793,29,5,2014-06-27,6155,583,1,0,0,0,0
412908,29,4,2014-06-26,4739,481,1,0,0,0,0
414023,29,3,2014-06-25,5562,534,1,0,0,0,0
415138,29,2,2014-06-24,5043,530,1,0,0,0,0
416253,29,1,2014-06-23,5524,551,1,0,0,0,0
417368,29,7,2014-06-22,0,0,0,0,0,0,0
418483,29,6,2014-06-21,6869,643,1,0,0,0,0
419598,29,5,2014-06-20,10703,898,1,1,0,0,0
420713,29,4,2014-06-19,0,0,0,1,a,0,0
421828,29,3,2014-06-18,9692,839,1,1,0,0,0
422943,29,2,2014-06-17,9444,807,1,1,0,0,0
424058,29,1,2014-06-16,10773,836,1,1,0,0,0
425173,29,7,2014-06-15,0,0,0,0,0,0,0
426288,29,6,2014-06-14,7329,683,1,0,0,0,0
427403,29,5,2014-06-13,6201,570,1,0,0,0,0
428518,29,4,2014-06-12,6268,555,1,0,0,0,0
429633,29,3,2014-06-11,6064,557,1,0,0,0,0
430748,29,2,2014-06-10,4920,506,1,0,0,1,0
431863,29,1,2014-06-09,0,0,0,0,a,0,0
432978,29,7,2014-06-08,0,0,0,0,0,0,0
434093,29,6,2014-06-07,7212,670,1,0,0,0,0
435208,29,5,2014-06-06,7581,672,1,1,0,0,0
436323,29,4,2014-06-05,7916,703,1,1,0,0,0
437438,29,3,2014-06-04,8753,728,1,1,0,0,0
438553,29,2,2014-06-03,9964,773,1,1,0,0,0
439668,29,1,2014-06-02,12247,968,1,1,0,0,0
440783,29,7,2014-06-01,0,0,0,0,0,0,0
441898,29,6,2014-05-31,7071,659,1,0,0,0,0
443013,29,5,2014-05-30,9213,786,1,0,0,0,0
444128,29,4,2014-05-29,0,0,0,0,a,0,0
445243,29,3,2014-05-28,7814,743,1,0,0,0,0
446358,29,2,2014-05-27,5736,526,1,0,0,0,0
447473,29,1,2014-05-26,5425,560,1,0,0,0,0
448588,29,7,2014-05-25,0,0,0,0,0,0,0
449703,29,6,2014-05-24,6593,630,1,0,0,0,0
450818,29,5,2014-05-23,7838,683,1,1,0,0,0
451933,29,4,2014-05-22,6885,603,1,1,0,0,0
453048,29,3,2014-05-21,7205,604,1,1,0,0,0
454163,29,2,2014-05-20,8330,728,1,1,0,0,0
455278,29,1,2014-05-19,11528,898,1,1,0,0,0
456393,29,7,2014-05-18,0,0,0,0,0,0,0
457508,29,6,2014-05-17,6675,649,1,0,0,0,0
458623,29,5,2014-05-16,5750,587,1,0,0,0,0
459738,29,4,2014-05-15,5487,538,1,0,0,0,0
460853,29,3,2014-05-14,5543,555,1,0,0,0,0
461968,29,2,2014-05-13,5438,531,1,0,0,0,0
463083,29,1,2014-05-12,6012,586,1,0,0,0,0
464198,29,7,2014-05-11,0,0,0,0,0,0,0
465313,29,6,2014-05-10,8294,746,1,0,0,0,0
466428,29,5,2014-05-09,8857,759,1,1,0,0,0
467543,29,4,2014-05-08,7272,657,1,1,0,0,0
468658,29,3,2014-05-07,8811,721,1,1,0,0,0
469773,29,2,2014-05-06,9302,759,1,1,0,0,0
470888,29,1,2014-05-05,11048,878,1,1,0,0,0
472003,29,7,2014-05-04,0,0,0,0,0,0,0
473118,29,6,2014-05-03,7608,712,1,0,0,0,0
474233,29,5,2014-05-02,10383,945,1,1,0,0,0
475348,29,4,2014-05-01,0,0,0,1,a,0,0
476463,29,3,2014-04-30,10308,902,1,1,0,0,0
477578,29,2,2014-04-29,9035,780,1,1,0,0,0
478693,29,1,2014-04-28,12273,979,1,1,0,0,0
479808,29,7,2014-04-27,0,0,0,0,0,0,0
480923,29,6,2014-04-26,6014,582,1,0,0,0,0
482038,29,5,2014-04-25,4971,536,1,0,0,1,0
483153,29,4,2014-04-24,5106,530,1,0,0,1,0
484268,29,3,2014-04-23,5359,540,1,0,0,1,0
485383,29,2,2014-04-22,5919,598,1,0,0,1,0
486498,29,1,2014-04-21,0,0,0,0,b,1,0
487613,29,7,2014-04-20,0,0,0,0,0,0,0
488728,29,6,2014-04-19,8960,847,1,0,0,0,0
489843,29,5,2014-04-18,0,0,0,1,b,1,0
490958,29,4,2014-04-17,8855,812,1,1,0,1,0
492073,29,3,2014-04-16,8871,785,1,1,0,1,0
493188,29,2,2014-04-15,9477,812,1,1,0,1,0
494303,29,1,2014-04-14,12482,957,1,1,0,1,0
495418,29,7,2014-04-13,0,0,0,0,0,0,0
496533,29,6,2014-04-12,6965,628,1,0,0,0,0
497648,29,5,2014-04-11,6280,606,1,0,0,0,0
498763,29,4,2014-04-10,5359,557,1,0,0,0,0
499878,29,3,2014-04-09,6050,576,1,0,0,0,0
500993,29,2,2014-04-08,5626,533,1,0,0,0,0
502108,29,1,2014-04-07,5706,607,1,0,0,0,0
503223,29,7,2014-04-06,0,0,0,0,0,0,0
