,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
124892,13,5,2015-04-10,4181,340,1,0,0,1,1
126007,13,4,2015-04-09,3327,291,1,0,0,1,1
127122,13,3,2015-04-08,3414,300,1,0,0,1,1
128237,13,2,2015-04-07,3818,357,1,0,0,1,1
129352,13,1,2015-04-06,0,0,0,0,b,1,1
130467,13,7,2015-04-05,0,0,0,0,0,0,1
131582,13,6,2015-04-04,7807,518,1,0,0,0,1
132697,13,5,2015-04-03,0,0,0,1,b,1,1
133812,13,4,2015-04-02,7140,501,1,1,0,1,1
134927,13,3,2015-04-01,8207,550,1,1,0,1,1
136042,13,2,2015-03-31,6939,433,1,1,0,1,1
137157,13,1,2015-03-30,8488,528,1,1,0,1,1
138272,13,7,2015-03-29,0,0,0,0,0,0,1
139387,13,6,2015-03-28,4671,360,1,0,0,0,1
140502,13,5,2015-03-27,4871,335,1,0,0,0,1
141617,13,4,2015-03-26,4057,308,1,0,0,0,1
142732,13,3,2015-03-25,3228,282,1,0,0,0,1
143847,13,2,2015-03-24,3256,265,1,0,0,0,1
144962,13,1,2015-03-23,3873,330,1,0,0,0,1
146077,13,7,2015-03-22,0,0,0,0,0,0,1
147192,13,6,2015-03-21,4811,367,1,0,0,0,1
148307,13,5,2015-03-20,6039,406,1,1,0,0,1
149422,13,4,2015-03-19,4526,351,1,1,0,0,1
150537,13,3,2015-03-18,6420,378,1,1,0,0,1
151652,13,2,2015-03-17,5639,415,1,1,0,0,1
152767,13,1,2015-03-16,7514,499,1,1,0,0,1
153882,13,7,2015-03-15,0,0,0,0,0,0,1
154997,13,6,2015-03-14,4820,378,1,0,0,0,1
156112,13,5,2015-03-13,4156,330,1,0,0,0,1
157227,13,4,2015-03-12,3546,287,1,0,0,0,1
158342,13,3,2015-03-11,3699,319,1,0,0,0,1
159457,13,2,2015-03-10,3174,275,1,0,0,0,1
160572,13,1,2015-03-09,3296,290,1,0,0,0,1
161687,13,7,2015-03-08,0,0,0,0,0,0,1
162802,13,6,2015-03-07,4773,398,1,0,0,0,1
163917,13,5,2015-03-06,6279,437,1,1,0,0,1
165032,13,4,2015-03-05,5480,386,1,1,0,0,1
166147,13,3,2015-03-04,5066,381,1,1,0,0,1
167262,13,2,2015-03-03,5826,429,1,1,0,0,1
168377,13,1,2015-03-02,7748,499,1,1,0,0,1
169492,13,7,2015-03-01,0,0,0,0,0,0,1
170607,13,6,2015-02-28,4830,384,1,0,0,0,1
171722,13,5,2015-02-27,5924,362,1,0,0,0,1
172837,13,4,2015-02-26,4009,296,1,0,0,0,1
173952,13,3,2015-02-25,3251,282,1,0,0,0,1
175067,13,2,2015-02-24,3008,283,1,0,0,0,1
176182,13,1,2015-02-23,3224,271,1,0,0,0,1
177297,13,7,2015-02-22,0,0,0,0,0,0,1
178412,13,6,2015-02-21,4472,356,1,0,0,0,1
179527,13,5,2015-02-20,5360,411,1,1,0,1,1
180642,13,4,2015-02-19,6370,399,1,1,0,1,1
181757,13,3,2015-02-18,5558,359,1,1,0,1,1
182872,13,2,2015-02-17,5719,387,1,1,0,1,1
183987,13,1,2015-02-16,7264,476,1,1,0,1,1
185102,13,7,2015-02-15,0,0,0,0,0,0,1
186217,13,6,2015-02-14,5132,392,1,0,0,0,1
187332,13,5,2015-02-13,4127,335,1,0,0,0,1
188447,13,4,2015-02-12,2852,260,1,0,0,0,1
189562,13,3,2015-02-11,3277,283,1,0,0,0,1
190677,13,2,2015-02-10,4157,305,1,0,0,0,1
191792,13,1,2015-02-09,3445,273,1,0,0,0,1
192907,13,7,2015-02-08,0,0,0,0,0,0,1
194022,13,6,2015-02-07,4668,375,1,0,0,0,1
195137,13,5,2015-02-06,5652,410,1,1,0,0,1
196252,13,4,2015-02-05,5019,357,1,1,0,0,1
197367,13,3,2015-02-04,5163,373,1,1,0,0,1
198482,13,2,2015-02-03,5156,373,1,1,0,0,1
199597,13,1,2015-02-02,5859,435,1,1,0,0,1
200712,13,7,2015-02-01,0,0,0,0,0,0,1
201827,13,6,2015-01-31,6805,492,1,0,0,0,1
202942,13,5,2015-01-30,7004,453,1,1,0,0,1
204057,13,4,2015-01-29,5963,416,1,1,0,0,1
205172,13,3,2015-01-28,5847,393,1,1,0,0,1
206287,13,2,2015-01-27,5285,365,1,1,0,0,1
207402,13,1,2015-01-26,6208,442,1,1,0,0,1
208517,13,7,2015-01-25,0,0,0,0,0,0,1
209632,13,6,2015-01-24,4585,362,1,0,0,0,1
210747,13,5,2015-01-23,5044,345,1,0,0,0,1
211862,13,4,2015-01-22,3695,281,1,0,0,0,1
212977,13,3,2015-01-21,3204,255,1,0,0,0,1
214092,13,2,2015-01-20,3208,277,1,0,0,0,1
215207,13,1,2015-01-19,3989,340,1,0,0,0,1
216322,13,7,2015-01-18,0,0,0,0,0,0,1
217437,13,6,2015-01-17,4540,355,1,0,0,0,1
218552,13,5,2015-01-16,5391,434,1,1,0,0,1
219667,13,4,2015-01-15,5243,354,1,1,0,0,1
220782,13,3,2015-01-14,5621,375,1,1,0,0,1
221897,13,2,2015-01-13,6182,432,1,1,0,0,1
223012,13,1,2015-01-12,7307,494,1,1,0,0,1
224127,13,7,2015-01-11,0,0,0,0,0,0,1
225242,13,6,2015-01-10,4315,365,1,0,0,0,1
226357,13,5,2015-01-09,6241,427,1,1,0,0,1
227472,13,4,2015-01-08,6405,462,1,1,0,0,1
228587,13,3,2015-01-07,6988,454,1,1,0,0,1
229702,13,2,2015-01-06,0,0,0,1,a,0,1
230817,13,1,2015-01-05,10460,672,1,1,0,1,1
231932,13,7,2015-01-04,0,0,0,0,0,0,1
233047,13,6,2015-01-03,4066,303,1,0,0,0,1
234162,13,5,2015-01-02,4348,346,1,0,0,1,1
235277,13,4,2015-01-01,0,0,0,0,a,1,1
408432,13,1,2014-06-30,9192,585,1,1,0,0,1
409547,13,7,2014-06-29,0,0,0,0,0,0,1
410662,13,6,2014-06-28,4455,330,1,0,0,0,1
411777,13,5,2014-06-27,4376,344,1,0,0,0,1
412892,13,4,2014-06-26,3165,283,1,0,0,0,1
414007,13,3,2014-06-25,3123,268,1,0,0,0,1
415122,13,2,2014-06-24,3214,292,1,0,0,0,1
416237,13,1,2014-06-23,3496,320,1,0,0,0,1
417352,13,7,2014-06-22,0,0,0,0,0,0,1
418467,13,6,2014-06-21,3847,324,1,0,0,0,1
419582,13,5,2014-06-20,8313,568,1,1,0,1,1
420697,13,4,2014-06-19,0,0,0,1,a,1,1
421812,13,3,2014-06-18,6659,486,1,1,0,1,1
422927,13,2,2014-06-17,6547,491,1,1,0,1,1
424042,13,1,2014-06-16,6869,496,1,1,0,1,1
425157,13,7,2014-06-15,0,0,0,0,0,0,1
426272,13,6,2014-06-14,4542,367,1,0,0,0,1
427387,13,5,2014-06-13,3760,303,1,0,0,1,1
428502,13,4,2014-06-12,3593,318,1,0,0,1,1
429617,13,3,2014-06-11,3415,306,1,0,0,1,1
430732,13,2,2014-06-10,3589,296,1,0,0,1,1
431847,13,1,2014-06-09,0,0,0,0,a,0,1
432962,13,7,2014-06-08,0,0,0,0,0,0,1
434077,13,6,2014-06-07,4408,357,1,0,0,0,1
435192,13,5,2014-06-06,7027,512,1,1,0,0,1
436307,13,4,2014-06-05,5582,439,1,1,0,0,1
437422,13,3,2014-06-04,5621,387,1,1,0,0,1
438537,13,2,2014-06-03,7053,486,1,1,0,0,1
439652,13,1,2014-06-02,7982,524,1,1,0,0,1
440767,13,7,2014-06-01,0,0,0,0,0,0,1
441882,13,6,2014-05-31,4695,362,1,0,0,0,1
442997,13,5,2014-05-30,5823,449,1,0,0,0,1
444112,13,4,2014-05-29,0,0,0,0,a,0,1
445227,13,3,2014-05-28,4943,426,1,0,0,0,1
446342,13,2,2014-05-27,3745,320,1,0,0,0,1
447457,13,1,2014-05-26,3438,324,1,0,0,0,1
448572,13,7,2014-05-25,0,0,0,0,0,0,1
449687,13,6,2014-05-24,3652,326,1,0,0,0,1
450802,13,5,2014-05-23,5902,453,1,1,0,0,1
451917,13,4,2014-05-22,4345,346,1,1,0,0,1
453032,13,3,2014-05-21,4902,368,1,1,0,0,1
454147,13,2,2014-05-20,5849,394,1,1,0,0,1
455262,13,1,2014-05-19,6331,440,1,1,0,0,1
456377,13,7,2014-05-18,0,0,0,0,0,0,1
457492,13,6,2014-05-17,4467,369,1,0,0,0,1
458607,13,5,2014-05-16,3797,333,1,0,0,0,1
459722,13,4,2014-05-15,3563,286,1,0,0,0,1
460837,13,3,2014-05-14,3566,301,1,0,0,0,1
461952,13,2,2014-05-13,3301,304,1,0,0,0,1
463067,13,1,2014-05-12,3136,279,1,0,0,0,1
464182,13,7,2014-05-11,0,0,0,0,0,0,1
465297,13,6,2014-05-10,4346,354,1,0,0,0,1
466412,13,5,2014-05-09,6095,459,1,1,0,0,1
467527,13,4,2014-05-08,5544,425,1,1,0,0,1
468642,13,3,2014-05-07,5887,394,1,1,0,0,1
469757,13,2,2014-05-06,6402,427,1,1,0,0,1
470872,13,1,2014-05-05,6934,501,1,1,0,0,1
471987,13,7,2014-05-04,0,0,0,0,0,0,1
473102,13,6,2014-05-03,4561,379,1,0,0,0,1
474217,13,5,2014-05-02,6183,470,1,1,0,0,1
475332,13,4,2014-05-01,0,0,0,1,a,0,1
476447,13,3,2014-04-30,9536,645,1,1,0,0,1
477562,13,2,2014-04-29,8360,556,1,1,0,0,1
478677,13,1,2014-04-28,8413,555,1,1,0,0,1
479792,13,7,2014-04-27,0,0,0,0,0,0,1
480907,13,6,2014-04-26,4600,340,1,0,0,0,1
482022,13,5,2014-04-25,3940,326,1,0,0,1,1
483137,13,4,2014-04-24,3914,320,1,0,0,1,1
484252,13,3,2014-04-23,3139,262,1,0,0,1,1
485367,13,2,2014-04-22,3811,356,1,0,0,1,1
486482,13,1,2014-04-21,0,0,0,0,b,1,1
487597,13,7,2014-04-20,0,0,0,0,0,0,1
488712,13,6,2014-04-19,5509,474,1,0,0,0,1
489827,13,5,2014-04-18,0,0,0,1,b,1,1
490942,13,4,2014-04-17,6932,557,1,1,0,1,1
492057,13,3,2014-04-16,7219,533,1,1,0,1,1
493172,13,2,2014-04-15,7613,501,1,1,0,1,1
494287,13,1,2014-04-14,8311,577,1,1,0,1,1
495402,13,7,2014-04-13,0,0,0,0,0,0,1
496517,13,6,2014-04-12,3831,337,1,0,0,0,1
497632,13,5,2014-04-11,4239,338,1,0,0,0,1
498747,13,4,2014-04-10,3829,320,1,0,0,0,1
499862,13,3,2014-04-09,3473,308,1,0,0,0,1
500977,13,2,2014-04-08,3321,277,1,0,0,0,1
502092,13,1,2014-04-07,3783,336,1,0,0,0,1
503207,13,7,2014-04-06,0,0,0,0,0,0,1
504322,13,6,2014-04-05,4190,346,1,0,0,0,1
505437,13,5,2014-04-04,6895,446,1,1,0,0,1
506552,13,4,2014-04-03,5024,377,1,1,0,0,1
507667,13,3,2014-04-02,6070,448,1,1,0,0,1
508782,13,2,2014-04-01,6171,442,1,1,0,0,1
509897,13,1,2014-03-31,7257,526,1,1,0,0,1
511012,13,7,2014-03-30,0,0,0,0,0,0,1
512127,13,6,2014-03-29,4865,395,1,0,0,0,1
513242,13,5,2014-03-28,3777,320,1,0,0,0,1
514357,13,4,2014-03-27,3391,286,1,0,0,0,1
515472,13,3,2014-03-26,3425,310,1,0,0,0,1
516587,13,2,2014-03-25,3198,278,1,0,0,0,1
517702,13,1,2014-03-24,3737,315,1,0,0,0,1
518817,13,7,2014-03-23,0,0,0,0,0,0,1
519932,13,6,2014-03-22,4046,373,1,0,0,0,1
521047,13,5,2014-03-21,6140,453,1,1,0,0,1
522162,13,4,2014-03-20,5090,394,1,1,0,0,1
523277,13,3,2014-03-19,5530,432,1,1,0,0,1
524392,13,2,2014-03-18,5898,429,1,1,0,0,1
525507,13,1,2014-03-17,6720,499,1,1,0,0,1
526622,13,7,2014-03-16,0,0,0,0,0,0,1
527737,13,6,2014-03-15,4612,378,1,0,0,0,1
528852,13,5,2014-03-14,3077,281,1,0,0,0,1
529967,13,4,2014-03-13,3010,271,1,0,0,0,1
531082,13,3,2014-03-12,3209,274,1,0,0,0,1
532197,13,2,2014-03-11,3194,267,1,0,0,0,1
533312,13,1,2014-03-10,3378,314,1,0,0,0,1
534427,13,7,2014-03-09,0,0,0,0,0,0,1
535542,13,6,2014-03-08,4330,353,1,0,0,0,1
536657,13,5,2014-03-07,6370,474,1,1,0,1,1
537772,13,4,2014-03-06,5297,414,1,1,0,1,1
538887,13,3,2014-03-05,5719,427,1,1,0,1,1
540002,13,2,2014-03-04,6100,434,1,1,0,1,1
541117,13,1,2014-03-03,8825,576,1,1,0,1,1
542232,13,7,2014-03-02,0,0,0,0,0,0,1
543347,13,6,2014-03-01,4492,353,1,0,0,0,1
544462,13,5,2014-02-28,4354,365,1,0,0,0,1
545577,13,4,2014-02-27,3029,290,1,0,0,0,1
546692,13,3,2014-02-26,2820,255,1,0,0,0,1
547807,13,2,2014-02-25,2844,267,1,0,0,0,1
548922,13,1,2014-02-24,3176,319,1,0,0,0,1
550037,13,7,2014-02-23,0,0,0,0,0,0,1
551152,13,6,2014-02-22,4597,375,1,0,0,0,1
552267,13,5,2014-02-21,5892,448,1,1,0,0,1
553382,13,4,2014-02-20,5266,401,1,1,0,0,1
554497,13,3,2014-02-19,5254,377,1,1,0,0,1
555612,13,2,2014-02-18,6993,485,1,1,0,0,1
556727,13,1,2014-02-17,6982,513,1,1,0,0,1
557842,13,7,2014-02-16,0,0,0,0,0,0,1
558957,13,6,2014-02-15,4139,330,1,0,0,0,1
560072,13,5,2014-02-14,4088,354,1,0,0,0,1
561187,13,4,2014-02-13,3405,298,1,0,0,0,1
562302,13,3,2014-02-12,2826,267,1,0,0,0,1
563417,13,2,2014-02-11,3615,303,1,0,0,0,1
564532,13,1,2014-02-10,3360,296,1,0,0,0,1
565647,13,7,2014-02-09,0,0,0,0,0,0,1
566762,13,6,2014-02-08,4982,409,1,0,0,0,1
567877,13,5,2014-02-07,5641,428,1,1,0,0,1
568992,13,4,2014-02-06,5121,405,1,1,0,0,1
570107,13,3,2014-02-05,6058,441,1,1,0,0,1
571222,13,2,2014-02-04,7083,491,1,1,0,0,1
572337,13,1,2014-02-03,7558,507,1,1,0,0,1
573452,13,7,2014-02-02,0,0,0,0,0,0,1
574567,13,6,2014-02-01,4665,353,1,0,0,0,1
575682,13,5,2014-01-31,6338,459,1,0,0,0,1
576797,13,4,2014-01-30,4337,336,1,0,0,0,1
577912,13,3,2014-01-29,3665,291,1,0,0,0,1
579027,13,2,2014-01-28,3641,300,1,0,0,0,1
580142,13,1,2014-01-27,2946,265,1,0,0,0,1
581257,13,7,2014-01-26,0,0,0,0,0,0,1
582372,13,6,2014-01-25,4095,357,1,0,0,0,1
583487,13,5,2014-01-24,6357,469,1,1,0,0,1
584602,13,4,2014-01-23,5574,434,1,1,0,0,1
585717,13,3,2014-01-22,6668,456,1,1,0,0,1
586832,13,2,2014-01-21,7046,475,1,1,0,0,1
587947,13,1,2014-01-20,9066,546,1,1,0,0,1
589062,13,7,2014-01-19,0,0,0,0,0,0,1
590177,13,6,2014-01-18,4397,372,1,0,0,0,1
591292,13,5,2014-01-17,3012,269,1,0,0,0,1
592407,13,4,2014-01-16,3292,302,1,0,0,0,1
593522,13,3,2014-01-15,3171,272,1,0,0,0,1
594637,13,2,2014-01-14,2893,238,1,0,0,0,1
595752,13,1,2014-01-13,3376,299,1,0,0,0,1
596867,13,7,2014-01-12,0,0,0,0,0,0,1
597982,13,6,2014-01-11,5223,418,1,0,0,0,1
599097,13,5,2014-01-10,6565,479,1,1,0,0,1
600212,13,4,2014-01-09,6236,453,1,1,0,0,1
601327,13,3,2014-01-08,7361,502,1,1,0,0,1
602442,13,2,2014-01-07,8986,623,1,1,0,0,1
603557,13,1,2014-01-06,0,0,0,1,a,0,1
604672,13,7,2014-01-05,0,0,0,0,0,0,1
605787,13,6,2014-01-04,4681,378,1,0,0,0,1
606902,13,5,2014-01-03,3629,310,1,0,0,1,1
608017,13,4,2014-01-02,4092,351,1,0,0,1,1
609132,13,3,2014-01-01,0,0,0,0,a,1,1
610247,13,2,2013-12-31,2762,253,1,0,0,1,1
611362,13,1,2013-12-30,5672,482,1,0,0,1,1
612477,13,7,2013-12-29,0,0,0,0,0,0,1
613592,13,6,2013-12-28,3886,379,1,0,0,0,1
614707,13,5,2013-12-27,4711,409,1,0,0,1,1
615822,13,4,2013-12-26,0,0,0,0,c,1,1
616937,13,3,2013-12-25,0,0,0,0,c,1,1
618052,13,2,2013-12-24,2795,276,1,0,0,1,1
619167,13,1,2013-12-23,7081,626,1,0,0,1,1
620282,13,7,2013-12-22,0,0,0,0,0,0,1
621397,13,6,2013-12-21,6480,526,1,0,0,0,1
622512,13,5,2013-12-20,7997,564,1,1,0,0,1
623627,13,4,2013-12-19,8004,551,1,1,0,0,1
624742,13,3,2013-12-18,8187,548,1,1,0,0,1
625857,13,2,2013-12-17,8873,575,1,1,0,0,1
626972,13,1,2013-12-16,10455,649,1,1,0,0,1
628087,13,7,2013-12-15,0,0,0,0,0,0,1
629202,13,6,2013-12-14,5078,388,1,0,0,0,1
630317,13,5,2013-12-13,4619,383,1,0,0,0,1
631432,13,4,2013-12-12,3572,293,1,0,0,0,1
632547,13,3,2013-12-11,3607,296,1,0,0,0,1
633662,13,2,2013-12-10,3098,304,1,0,0,0,1
634777,13,1,2013-12-09,4531,373,1,0,0,0,1
635892,13,7,2013-12-08,0,0,0,0,0,0,1
637007,13,6,2013-12-07,4900,389,1,0,0,0,1
638122,13,5,2013-12-06,6272,406,1,1,0,0,1
639237,13,4,2013-12-05,6598,446,1,1,0,0,1
640352,13,3,2013-12-04,6928,464,1,1,0,0,1
641467,13,2,2013-12-03,6688,467,1,1,0,0,1
642582,13,1,2013-12-02,9071,585,1,1,0,0,1
643697,13,7,2013-12-01,0,0,0,0,0,0,1
644812,13,6,2013-11-30,6276,480,1,0,0,0,1
645927,13,5,2013-11-29,4694,346,1,0,0,0,1
647042,13,4,2013-11-28,3666,303,1,0,0,0,1
648157,13,3,2013-11-27,3603,314,1,0,0,0,1
649272,13,2,2013-11-26,2802,258,1,0,0,0,1
650387,13,1,2013-11-25,3471,314,1,0,0,0,1
651502,13,7,2013-11-24,0,0,0,0,0,0,1
652617,13,6,2013-11-23,4515,373,1,0,0,0,1
653732,13,5,2013-11-22,5885,465,1,1,0,0,1
654847,13,4,2013-11-21,5316,408,1,1,0,0,1
655962,13,3,2013-11-20,5223,394,1,1,0,0,1
657077,13,2,2013-11-19,6385,463,1,1,0,0,1
658192,13,1,2013-11-18,6787,495,1,1,0,0,1
659307,13,7,2013-11-17,0,0,0,0,0,0,1
660422,13,6,2013-11-16,4526,369,1,0,0,0,1
661537,13,5,2013-11-15,4169,353,1,0,0,0,1
662652,13,4,2013-11-14,3092,265,1,0,0,0,1
663767,13,3,2013-11-13,3902,306,1,0,0,0,1
664882,13,2,2013-11-12,3712,301,1,0,0,0,1
665997,13,1,2013-11-11,3075,291,1,0,0,0,1
667112,13,7,2013-11-10,0,0,0,0,0,0,1
668227,13,6,2013-11-09,4559,392,1,0,0,0,1
669342,13,5,2013-11-08,6646,472,1,1,0,0,1
670457,13,4,2013-11-07,5174,410,1,1,0,0,1
671572,13,3,2013-11-06,5497,386,1,1,0,0,1
672687,13,2,2013-11-05,6291,444,1,1,0,0,1
673802,13,1,2013-11-04,7841,552,1,1,0,0,1
674917,13,7,2013-11-03,0,0,0,0,0,0,1
676032,13,6,2013-11-02,5755,472,1,0,0,0,1
677147,13,5,2013-11-01,0,0,0,0,a,0,1
678262,13,4,2013-10-31,6156,514,1,0,0,1,1
679377,13,3,2013-10-30,4346,383,1,0,0,1,1
680492,13,2,2013-10-29,4281,340,1,0,0,1,1
681607,13,1,2013-10-28,4157,340,1,0,0,1,1
682722,13,7,2013-10-27,0,0,0,0,0,0,1
683837,13,6,2013-10-26,4336,348,1,0,0,0,1
684952,13,5,2013-10-25,6490,512,1,1,0,0,1
686067,13,4,2013-10-24,5431,410,1,1,0,0,1
687182,13,3,2013-10-23,5823,430,1,1,0,0,1
688297,13,2,2013-10-22,5786,412,1,1,0,0,1
689412,13,1,2013-10-21,7722,540,1,1,0,0,1
690527,13,7,2013-10-20,0,0,0,0,0,0,1
691642,13,6,2013-10-19,4074,354,1,0,0,0,1
692757,13,5,2013-10-18,3296,315,1,0,0,0,1
693872,13,4,2013-10-17,2989,298,1,0,0,0,1
694987,13,3,2013-10-16,3223,271,1,0,0,0,1
696102,13,2,2013-10-15,3197,271,1,0,0,0,1
697217,13,1,2013-10-14,3540,316,1,0,0,0,1
698332,13,7,2013-10-13,0,0,0,0,0,0,1
699447,13,6,2013-10-12,4276,367,1,0,0,0,1
700562,13,5,2013-10-11,6725,482,1,1,0,0,1
701677,13,4,2013-10-10,4661,346,1,1,0,0,1
702792,13,3,2013-10-09,5721,421,1,1,0,0,1
703907,13,2,2013-10-08,6550,454,1,1,0,0,1
705022,13,1,2013-10-07,7339,515,1,1,0,0,1
706137,13,7,2013-10-06,0,0,0,0,0,0,1
707252,13,6,2013-10-05,3973,324,1,0,0,0,1
708367,13,5,2013-10-04,4747,414,1,0,0,0,1
709482,13,4,2013-10-03,0,0,0,0,a,0,1
