,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
253217,8,6,2014-12-13,4457,509,1,0,0,0,0
254152,8,5,2014-12-12,5008,590,1,0,0,0,0
255087,8,4,2014-12-11,6076,808,1,0,0,0,0
256022,8,3,2014-12-10,5649,662,1,0,0,0,0
256957,8,2,2014-12-09,6751,798,1,0,0,0,0
257892,8,1,2014-12-08,6852,792,1,0,0,0,0
258827,8,7,2014-12-07,0,0,0,0,0,0,0
259762,8,6,2014-12-06,5486,660,1,0,0,0,0
260697,8,5,2014-12-05,8258,879,1,1,0,0,0
261632,8,4,2014-12-04,8417,896,1,1,0,0,0
262567,8,3,2014-12-03,7504,751,1,1,0,0,0
263502,8,2,2014-12-02,8470,871,1,1,0,0,0
264437,8,1,2014-12-01,10924,1043,1,1,0,0,0
265372,8,7,2014-11-30,0,0,0,0,0,0,0
266307,8,6,2014-11-29,5052,542,1,0,0,0,0
267242,8,5,2014-11-28,8094,812,1,1,0,0,0
268177,8,4,2014-11-27,9182,956,1,1,0,0,0
269112,8,3,2014-11-26,8065,839,1,1,0,0,0
270047,8,2,2014-11-25,7840,853,1,1,0,0,0
270982,8,1,2014-11-24,9339,966,1,1,0,0,0
271917,8,7,2014-11-23,0,0,0,0,0,0,0
272852,8,6,2014-11-22,3591,418,1,0,0,0,0
273787,8,5,2014-11-21,4958,620,1,0,0,0,0
274722,8,4,2014-11-20,5759,796,1,0,0,0,0
275657,8,3,2014-11-19,5376,684,1,0,0,0,0
276592,8,2,2014-11-18,5834,766,1,0,0,0,0
277527,8,1,2014-11-17,6416,812,1,0,0,0,0
278462,8,7,2014-11-16,0,0,0,0,0,0,0
279397,8,6,2014-11-15,3583,445,1,0,0,0,0
280332,8,5,2014-11-14,5749,724,1,1,0,0,0
281267,8,4,2014-11-13,7844,954,1,1,0,0,0
282202,8,3,2014-11-12,7146,773,1,1,0,0,0
283137,8,2,2014-11-11,7782,875,1,1,0,0,0
284072,8,1,2014-11-10,8504,913,1,1,0,0,0
285007,8,7,2014-11-09,0,0,0,0,0,0,0
285942,8,6,2014-11-08,3274,445,1,0,0,0,0
286877,8,5,2014-11-07,7069,811,1,1,0,0,0
287812,8,4,2014-11-06,7378,935,1,1,0,0,0
288747,8,3,2014-11-05,6603,756,1,1,0,0,0
289682,8,2,2014-11-04,7805,880,1,1,0,0,0
290617,8,1,2014-11-03,9844,1019,1,1,0,0,0
291552,8,7,2014-11-02,0,0,0,0,0,0,0
292487,8,6,2014-11-01,3903,491,1,0,0,0,0
293422,8,5,2014-10-31,6223,780,1,0,0,0,0
294357,8,4,2014-10-30,6677,838,1,0,0,0,0
295292,8,3,2014-10-29,5042,612,1,0,0,0,0
296227,8,2,2014-10-28,5477,717,1,0,0,0,0
297162,8,1,2014-10-27,5067,740,1,0,0,0,0
298097,8,7,2014-10-26,0,0,0,0,0,0,0
299032,8,6,2014-10-25,3128,443,1,0,0,0,0
299967,8,5,2014-10-24,6330,684,1,1,0,1,0
300902,8,4,2014-10-23,6936,888,1,1,0,1,0
301837,8,3,2014-10-22,5869,737,1,1,0,1,0
302772,8,2,2014-10-21,6081,684,1,1,0,1,0
303707,8,1,2014-10-20,8561,902,1,1,0,1,0
304642,8,7,2014-10-19,0,0,0,0,0,0,0
305577,8,6,2014-10-18,3355,423,1,0,0,0,0
306512,8,5,2014-10-17,4318,557,1,0,0,1,0
307447,8,4,2014-10-16,5516,793,1,0,0,1,0
308382,8,3,2014-10-15,4404,592,1,0,0,1,0
309317,8,2,2014-10-14,4754,672,1,0,0,1,0
310252,8,1,2014-10-13,5053,686,1,0,0,1,0
311187,8,7,2014-10-12,0,0,0,0,0,0,0
312122,8,6,2014-10-11,3688,464,1,0,0,0,0
313057,8,5,2014-10-10,6394,749,1,1,0,0,0
313992,8,4,2014-10-09,7586,949,1,1,0,0,0
314927,8,3,2014-10-08,6783,807,1,1,0,0,0
315862,8,2,2014-10-07,6435,718,1,1,0,0,0
316797,8,1,2014-10-06,10198,1027,1,1,0,0,0
317732,8,7,2014-10-05,0,0,0,0,0,0,0
318667,8,6,2014-10-04,4208,487,1,0,0,0,0
319602,8,5,2014-10-03,0,0,0,1,a,0,0
320537,8,4,2014-10-02,8234,975,1,1,0,0,0
321472,8,3,2014-10-01,6826,842,1,1,0,0,0
322407,8,2,2014-09-30,9061,915,1,1,0,0,0
323342,8,1,2014-09-29,8630,920,1,1,0,0,0
324277,8,7,2014-09-28,0,0,0,0,0,0,0
325212,8,6,2014-09-27,3380,414,1,0,0,0,0
326147,8,5,2014-09-26,5186,618,1,0,0,0,0
327082,8,4,2014-09-25,5233,716,1,0,0,0,0
328017,8,3,2014-09-24,5021,637,1,0,0,0,0
328952,8,2,2014-09-23,5135,692,1,0,0,0,0
329887,8,1,2014-09-22,4737,695,1,0,0,0,0
330822,8,7,2014-09-21,0,0,0,0,0,0,0
331757,8,6,2014-09-20,2626,359,1,0,0,0,0
332692,8,5,2014-09-19,5685,673,1,1,0,0,0
333627,8,4,2014-09-18,6552,836,1,1,0,0,0
334562,8,3,2014-09-17,6038,702,1,1,0,0,0
335497,8,2,2014-09-16,7046,772,1,1,0,0,0
336432,8,1,2014-09-15,8513,895,1,1,0,0,0
337367,8,7,2014-09-14,0,0,0,0,0,0,0
338302,8,6,2014-09-13,3268,386,1,0,0,0,0
339237,8,5,2014-09-12,4859,627,1,0,0,0,0
340172,8,4,2014-09-11,5369,729,1,0,0,0,0
341107,8,3,2014-09-10,4117,567,1,0,0,0,0
342042,8,2,2014-09-09,4040,581,1,0,0,0,0
342977,8,1,2014-09-08,4844,678,1,0,0,0,0
343912,8,7,2014-09-07,0,0,0,0,0,0,0
344847,8,6,2014-09-06,2823,355,1,0,0,0,0
345782,8,5,2014-09-05,5838,667,1,1,0,0,0
346717,8,4,2014-09-04,6689,822,1,1,0,0,0
347652,8,3,2014-09-03,6428,689,1,1,0,0,0
348587,8,2,2014-09-02,6897,794,1,1,0,0,0
349522,8,1,2014-09-01,9367,918,1,1,0,0,0
350457,8,7,2014-08-31,0,0,0,0,0,0,0
351392,8,6,2014-08-30,3802,433,1,0,0,0,0
352327,8,5,2014-08-29,5373,646,1,0,0,0,0
353262,8,4,2014-08-28,5374,733,1,0,0,0,0
354197,8,3,2014-08-27,4563,603,1,0,0,0,0
355132,8,2,2014-08-26,4027,599,1,0,0,0,0
356067,8,1,2014-08-25,4894,692,1,0,0,0,0
357002,8,7,2014-08-24,0,0,0,0,0,0,0
357937,8,6,2014-08-23,2910,375,1,0,0,0,0
358872,8,5,2014-08-22,5039,588,1,1,0,1,0
359807,8,4,2014-08-21,6594,801,1,1,0,1,0
360742,8,3,2014-08-20,5982,644,1,1,0,1,0
361677,8,2,2014-08-19,6890,760,1,1,0,1,0
362612,8,1,2014-08-18,7444,768,1,1,0,1,0
363547,8,7,2014-08-17,0,0,0,0,0,0,0
364482,8,6,2014-08-16,2254,373,1,0,0,0,0
365417,8,5,2014-08-15,4095,646,1,0,0,1,0
366352,8,4,2014-08-14,4588,662,1,0,0,1,0
367287,8,3,2014-08-13,4178,582,1,0,0,1,0
368222,8,2,2014-08-12,4351,606,1,0,0,1,0
369157,8,1,2014-08-11,4815,614,1,0,0,1,0
370092,8,7,2014-08-10,0,0,0,0,0,0,0
371027,8,6,2014-08-09,2483,336,1,0,0,0,0
371962,8,5,2014-08-08,5187,626,1,1,0,1,0
372897,8,4,2014-08-07,6240,747,1,1,0,1,0
373832,8,3,2014-08-06,6070,650,1,1,0,1,0
374767,8,2,2014-08-05,7054,758,1,1,0,1,0
375702,8,1,2014-08-04,8066,820,1,1,0,1,0
376637,8,7,2014-08-03,0,0,0,0,0,0,0
377572,8,6,2014-08-02,3100,380,1,0,0,0,0
378507,8,5,2014-08-01,6115,689,1,1,0,1,0
379442,8,4,2014-07-31,7337,805,1,1,0,1,0
380377,8,3,2014-07-30,6219,662,1,1,0,1,0
381312,8,2,2014-07-29,6700,735,1,1,0,1,0
382247,8,1,2014-07-28,7774,807,1,1,0,1,0
383182,8,7,2014-07-27,0,0,0,0,0,0,0
384117,8,6,2014-07-26,2656,371,1,0,0,0,0
385052,8,5,2014-07-25,3959,493,1,0,0,1,0
385987,8,4,2014-07-24,4357,640,1,0,0,1,0
386922,8,3,2014-07-23,3557,491,1,0,0,1,0
387857,8,2,2014-07-22,3884,578,1,0,0,1,0
388792,8,1,2014-07-21,5180,635,1,0,0,1,0
389727,8,7,2014-07-20,0,0,0,0,0,0,0
390662,8,6,2014-07-19,2445,330,1,0,0,0,0
391597,8,5,2014-07-18,5007,604,1,1,0,1,0
392532,8,4,2014-07-17,7147,837,1,1,0,1,0
393467,8,3,2014-07-16,6317,679,1,1,0,1,0
394402,8,2,2014-07-15,7085,731,1,1,0,1,0
395337,8,1,2014-07-14,7606,764,1,1,0,1,0
396272,8,7,2014-07-13,0,0,0,0,0,0,0
397207,8,6,2014-07-12,2969,392,1,0,0,0,0
398142,8,5,2014-07-11,4483,583,1,0,0,0,0
399077,8,4,2014-07-10,5518,753,1,0,0,0,0
400012,8,3,2014-07-09,4267,604,1,0,0,0,0
400947,8,2,2014-07-08,4331,604,1,0,0,0,0
401882,8,1,2014-07-07,5486,738,1,0,0,0,0
402817,8,7,2014-07-06,0,0,0,0,0,0,0
403752,8,6,2014-07-05,2565,326,1,0,0,0,0
404687,8,5,2014-07-04,5093,615,1,1,0,0,0
405622,8,4,2014-07-03,6978,842,1,1,0,0,0
406557,8,3,2014-07-02,6475,756,1,1,0,0,0
407492,8,2,2014-07-01,8053,850,1,1,0,0,0
408427,8,1,2014-06-30,9775,953,1,1,0,0,0
409542,8,7,2014-06-29,0,0,0,0,0,0,0
410657,8,6,2014-06-28,2810,369,1,0,0,0,0
411772,8,5,2014-06-27,4334,565,1,0,0,0,0
412887,8,4,2014-06-26,4779,716,1,0,0,0,0
414002,8,3,2014-06-25,4058,555,1,0,0,0,0
415117,8,2,2014-06-24,4828,602,1,0,0,0,0
416232,8,1,2014-06-23,4795,643,1,0,0,0,0
417347,8,7,2014-06-22,0,0,0,0,0,0,0
418462,8,6,2014-06-21,2759,336,1,0,0,0,0
419577,8,5,2014-06-20,5236,601,1,1,0,0,0
420692,8,4,2014-06-19,6638,783,1,1,0,0,0
421807,8,3,2014-06-18,5944,680,1,1,0,0,0
422922,8,2,2014-06-17,6640,746,1,1,0,0,0
424037,8,1,2014-06-16,7949,807,1,1,0,0,0
425152,8,7,2014-06-15,0,0,0,0,0,0,0
426267,8,6,2014-06-14,2576,346,1,0,0,0,0
427382,8,5,2014-06-13,4417,551,1,0,0,0,0
428497,8,4,2014-06-12,5671,752,1,0,0,0,0
429612,8,3,2014-06-11,4787,610,1,0,0,0,0
430727,8,2,2014-06-10,5891,741,1,0,0,0,0
431842,8,1,2014-06-09,0,0,0,0,a,0,0
432957,8,7,2014-06-08,0,0,0,0,0,0,0
434072,8,6,2014-06-07,2878,391,1,0,0,0,0
435187,8,5,2014-06-06,5789,687,1,1,0,0,0
436302,8,4,2014-06-05,6476,758,1,1,0,0,0
437417,8,3,2014-06-04,7052,752,1,1,0,0,0
438532,8,2,2014-06-03,7251,764,1,1,0,0,0
439647,8,1,2014-06-02,8799,935,1,1,0,0,0
440762,8,7,2014-06-01,0,0,0,0,0,0,0
441877,8,6,2014-05-31,2990,374,1,0,0,0,0
442992,8,5,2014-05-30,5717,662,1,0,0,1,0
444107,8,4,2014-05-29,0,0,0,0,a,0,0
445222,8,3,2014-05-28,5137,651,1,0,0,0,0
446337,8,2,2014-05-27,5174,635,1,0,0,0,0
447452,8,1,2014-05-26,4871,680,1,0,0,0,0
448567,8,7,2014-05-25,0,0,0,0,0,0,0
449682,8,6,2014-05-24,2657,363,1,0,0,0,0
450797,8,5,2014-05-23,4887,581,1,1,0,0,0
451912,8,4,2014-05-22,6673,810,1,1,0,0,0
453027,8,3,2014-05-21,5064,629,1,1,0,0,0
454142,8,2,2014-05-20,6191,720,1,1,0,0,0
455257,8,1,2014-05-19,7996,856,1,1,0,0,0
456372,8,7,2014-05-18,0,0,0,0,0,0,0
457487,8,6,2014-05-17,2617,356,1,0,0,0,0
458602,8,5,2014-05-16,3941,536,1,0,0,0,0
459717,8,4,2014-05-15,4808,693,1,0,0,0,0
460832,8,3,2014-05-14,5203,685,1,0,0,0,0
461947,8,2,2014-05-13,4609,653,1,0,0,0,0
463062,8,1,2014-05-12,4623,606,1,0,0,0,0
464177,8,7,2014-05-11,0,0,0,0,0,0,0
465292,8,6,2014-05-10,2713,393,1,0,0,0,0
466407,8,5,2014-05-09,5925,651,1,1,0,0,0
467522,8,4,2014-05-08,5968,696,1,1,0,0,0
468637,8,3,2014-05-07,5357,645,1,1,0,0,0
469752,8,2,2014-05-06,7095,802,1,1,0,0,0
470867,8,1,2014-05-05,8967,936,1,1,0,0,0
471982,8,7,2014-05-04,0,0,0,0,0,0,0
473097,8,6,2014-05-03,2907,378,1,0,0,0,0
474212,8,5,2014-05-02,6775,749,1,1,0,1,0
475327,8,4,2014-05-01,0,0,0,1,a,1,0
476442,8,3,2014-04-30,7589,842,1,1,0,1,0
477557,8,2,2014-04-29,6998,785,1,1,0,1,0
478672,8,1,2014-04-28,7840,793,1,1,0,1,0
479787,8,7,2014-04-27,0,0,0,0,0,0,0
480902,8,6,2014-04-26,2298,329,1,0,0,0,0
482017,8,5,2014-04-25,3364,476,1,0,0,1,0
483132,8,4,2014-04-24,4888,704,1,0,0,1,0
484247,8,3,2014-04-23,4229,598,1,0,0,1,0
485362,8,2,2014-04-22,4863,669,1,0,0,1,0
486477,8,1,2014-04-21,0,0,0,0,b,1,0
487592,8,7,2014-04-20,0,0,0,0,0,0,0
488707,8,6,2014-04-19,3144,436,1,0,0,0,0
489822,8,5,2014-04-18,0,0,0,1,b,1,0
490937,8,4,2014-04-17,7662,941,1,1,0,1,0
492052,8,3,2014-04-16,6931,802,1,1,0,1,0
493167,8,2,2014-04-15,8942,925,1,1,0,0,0
494282,8,1,2014-04-14,8189,791,1,1,0,0,0
495397,8,7,2014-04-13,0,0,0,0,0,0,0
496512,8,6,2014-04-12,2833,365,1,0,0,0,0
497627,8,5,2014-04-11,4194,541,1,0,0,0,0
498742,8,4,2014-04-10,5381,752,1,0,0,0,0
499857,8,3,2014-04-09,4406,597,1,0,0,0,0
500972,8,2,2014-04-08,4506,608,1,0,0,0,0
502087,8,1,2014-04-07,4816,660,1,0,0,0,0
503202,8,7,2014-04-06,0,0,0,0,0,0,0
